"Stage Name","Stage Date","Stage Category","General Classification Url","Points Classification Url","Stage Classification Url","Competition Date","Competition Name","Competition Result Page Url","Country","Class Code","getsum"
"Stage 19","24 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Stage 20","25 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Final Classification","26 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Stage 21","26 Jul 2015","","https://dataride.uci.ch/iframe/EventResults/82252?competitionId=36176&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82245?competitionId=36176&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82251?competitionId=36176&disciplineId=10","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Stage 1","04 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 2","05 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 3","06 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 4","07 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 5","08 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 6","09 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 7","10 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 8","11 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 9","12 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 10","14 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 11","15 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 12","16 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 13","17 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 14","18 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 15","19 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 16","21 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 17","22 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 18","23 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 19","24 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 20","25 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 21","26 Jul 2009","","","","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Final Classification","26 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142034?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142032?competitionId=42781&disciplineId=10","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 1","29 Jun 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 2","30 Jun 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 3","01 Jul 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 4","02 Jul 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 5","03 Jul 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 6","04 Jul 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 7","05 Jul 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 8","06 Jul 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 9","07 Jul 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 10","09 Jul 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 11","10 Jul 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 12","11 Jul 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 13","12 Jul 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 14","13 Jul 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 15","14 Jul 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 16","16 Jul 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 17","17 Jul 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 18","18 Jul 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 19","19 Jul 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 20","20 Jul 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 21","21 Jul 2013","","","","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Final Classification","21 Jul 2013","","https://dataride.uci.ch/iframe/EventResults/87201?competitionId=42786&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/87202?competitionId=42786&disciplineId=10","","29 Jun-21 Jul 2013","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42786?disciplineId=10","FRA","2.UWT","1"
"Stage 1","02 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 2","03 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 3","04 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 4","05 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 5","06 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 6","07 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 7","08 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 8","09 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 9","10 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 10","12 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 11","13 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 12","14 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 13","15 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 14","16 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 15","17 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 16","18 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 17","20 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 18","21 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 19","22 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 20","23 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 21","24 Jul 2016","","","","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Final Classification","24 Jul 2016","","https://dataride.uci.ch/iframe/EventResults/62645?competitionId=8076&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/65382?competitionId=8076&disciplineId=10","","02 Jul-24 Jul 2016","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/8076?disciplineId=10","FRA","2.UWT","1"
"Stage 1","18 Aug 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 2","19 Aug 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 3","20 Aug 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 4","21 Aug 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 5","22 Aug 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 6","23 Aug 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 7","24 Aug 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 8","25 Aug 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 9","26 Aug 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 10","28 Aug 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 11","29 Aug 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 12","30 Aug 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 13","31 Aug 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 14","01 Sep 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 15","02 Sep 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 16","03 Sep 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 17","05 Sep 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 18","06 Sep 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 19","07 Sep 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 20","08 Sep 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 21","09 Sep 2012","","","","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Final Classification","09 Sep 2012","","https://dataride.uci.ch/iframe/EventResults/119251?competitionId=42670&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/119253?competitionId=42670&disciplineId=10","","18 Aug-09 Sep 2012","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42670?disciplineId=10","ESP","2.UWT","1"
"Stage 1","08 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 2","09 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 3","10 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 4","12 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 5","13 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 6","14 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 7","15 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 8","16 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 9","17 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 10","18 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 11","19 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 12","20 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 13","21 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 14","22 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 15","23 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 16","25 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 17","26 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 18","27 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 19","28 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 20","29 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 21","30 May 2010","","","","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Final Classification","30 May 2010","","https://dataride.uci.ch/iframe/EventResults/137394?competitionId=42721&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/137396?competitionId=42721&disciplineId=10","","08 May-30 May 2010","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42721?disciplineId=10","ITA","2.CH","1"
"Stage 1","05 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 2","06 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 3","07 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 4","08 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 5","09 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 6","10 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 7","11 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 8","12 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 9","13 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 10","14 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 11","16 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 12","17 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 13","18 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 14","19 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 15","20 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 16","22 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 17","23 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 18","24 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 19","25 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 20","26 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 21","27 Jul 2014","","","","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Final Classification","27 Jul 2014","","https://dataride.uci.ch/iframe/EventResults/113953?competitionId=42785&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/113954?competitionId=42785&disciplineId=10","","05 Jul-27 Jul 2014","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42785?disciplineId=10","FRA","2.UWT","1"
"Stage 1","09 May 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Stage 2","10 May 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Stage 3","11 May 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Stage 4","13 May 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Stage 5","14 May 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Stage 6","15 May 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Stage 7","16 May 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Stage 8","17 May 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Stage 9","18 May 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Stage 10","20 May 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Stage 11","21 May 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Stage 12","22 May 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Stage 13","23 May 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
"Stage 14","24 May 2014","","","","","09 May-01 Jun 2014","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42718?disciplineId=10","ITA","2.UWT","1"
