"Stage Name","Stage Date","Stage Category","General Classification Url","Points Classification Url","Stage Classification Url","Competition Date","Competition Name","Competition Result Page Url","Country","Class Code","getsum"
"Stage 20","19 Sep 2009","","","","","29 Aug-20 Sep 2009","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42673?disciplineId=10","ESP","2.CH","1"
"Stage 21","20 Sep 2009","","","","","29 Aug-20 Sep 2009","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42673?disciplineId=10","ESP","2.CH","1"
"Final Classification","20 Sep 2009","","https://dataride.uci.ch/iframe/EventResults/140723?competitionId=42673&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/140724?competitionId=42673&disciplineId=10","","29 Aug-20 Sep 2009","Vuelta a España","https://dataride.uci.ch/iframe/CompetitionResults/42673?disciplineId=10","ESP","2.CH","1"
"Stage 1","06 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 2","07 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 3","08 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 4","10 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 5","11 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 6","12 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 7","13 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 8","14 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 9","15 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 10","17 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 11","18 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 12","19 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 13","20 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 14","21 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 15","22 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 16","24 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 17","25 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 18","26 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 19","27 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 20","28 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 21","29 May 2016","","","","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Final Classification","29 May 2016","","https://dataride.uci.ch/iframe/EventResults/70536?competitionId=8044&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/69661?competitionId=8044&disciplineId=10","","06 May-29 May 2016","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/8044?disciplineId=10","ITA","2.UWT","1"
"Stage 1","02 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 2","03 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 3","04 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 4","05 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 5","06 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 6","07 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 7","08 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 8","09 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 9","10 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 10","12 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 11","13 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 12","14 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 13","15 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 14","16 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 15","17 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 16","19 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 17","20 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 18","21 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 19","22 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 20","23 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 21","24 Jul 2011","","","","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Final Classification","24 Jul 2011","","https://dataride.uci.ch/iframe/EventResults/127349?competitionId=42783&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/127351?competitionId=42783&disciplineId=10","","02 Jul-24 Jul 2011","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42783?disciplineId=10","FRA","2.UWT","1"
"Stage 1","09 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 2","10 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 3","11 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 4","12 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 5","13 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 6","14 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 7","15 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 8","16 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 9","17 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 10","19 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 11","20 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 12","21 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 13","22 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 14","23 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 15","24 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 16","26 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 17","27 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 18","28 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 19","29 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 20","30 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Final Classification","31 May 2015","","","","","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 21","31 May 2015","","https://dataride.uci.ch/iframe/EventResults/81746?competitionId=36167&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/81743?competitionId=36167&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/81745?competitionId=36167&disciplineId=10","09 May-31 May 2015","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/36167?disciplineId=10","ITA","2.UWT","1"
"Stage 1","01 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 2","02 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 3","03 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 4","04 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 5","05 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 6","06 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 7","07 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 8","08 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 9","09 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 10","11 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 11","12 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 12","13 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 13","14 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 14","15 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 15","16 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 16","18 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 17","19 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 18","20 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 19","21 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 20","22 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 21","23 Jul 2017","","","","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Final Classification","23 Jul 2017","","https://dataride.uci.ch/iframe/EventResults/19196?competitionId=33996&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/19197?competitionId=33996&disciplineId=10","","01 Jul-23 Jul 2017","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/33996?disciplineId=10","FRA","2.UWT","1"
"Stage 1","07 May 2011","","","","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Stage 2","08 May 2011","","","","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Stage 3","09 May 2011","","","","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Stage 5","11 May 2011","","","","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Stage 6","12 May 2011","","","","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Stage 7","13 May 2011","","","","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Stage 8","14 May 2011","","","","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Stage 9","15 May 2011","","","","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Stage 10","17 May 2011","","","","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Stage 11","18 May 2011","","","","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Stage 12","19 May 2011","","","","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Stage 13","20 May 2011","","","","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Stage 14","21 May 2011","","","","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Stage 15","22 May 2011","","","","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Stage 16","24 May 2011","","","","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Stage 17","25 May 2011","","","","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Stage 18","26 May 2011","","","","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Stage 19","27 May 2011","","","","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Stage 20","28 May 2011","","","","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Stage 21","29 May 2011","","","","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Final Classification","29 May 2011","","https://dataride.uci.ch/iframe/EventResults/131015?competitionId=42720&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/131021?competitionId=42720&disciplineId=10","","07 May-29 May 2011","Giro d'Italia","https://dataride.uci.ch/iframe/CompetitionResults/42720?disciplineId=10","ITA","2.UWT","1"
"Prologue","03 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 1","04 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 2","05 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 3","06 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 4","07 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 5","08 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 6","09 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 7","10 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 8","11 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 9","13 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 10","14 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 11","15 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 12","16 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 13","17 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 14","18 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 15","19 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 16","20 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 17","22 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 18","23 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 19","24 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 20","25 Jul 2010","","","","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Final Classification","25 Jul 2010","","https://dataride.uci.ch/iframe/EventResults/135688?competitionId=42782&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/135689?competitionId=42782&disciplineId=10","","03 Jul-25 Jul 2010","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42782?disciplineId=10","FRA","2.CH","1"
"Stage 1","04 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Stage 2","05 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Stage 3","06 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Stage 4","07 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Stage 5","08 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Stage 6","09 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Stage 7","10 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Stage 8","11 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Stage 9","12 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Stage 10","14 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Stage 11","15 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Stage 12","16 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Stage 13","17 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Stage 14","18 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Stage 15","19 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Stage 16","20 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Stage 17","22 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
"Stage 18","23 Jul 2015","","","","","04 Jul-26 Jul 2015","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/36176?disciplineId=10","FRA","2.UWT","1"
