3-Apr-16,Ronde van Vlaanderen / Tour des Flandres,/iframe/CompetitionResults/3782?disciplineId=10,BEL,1.UWT,1
27-Mar-16,Gent - Wevelgem in Flanders Fields,/iframe/CompetitionResults/3303?disciplineId=10,BEL,1.UWT,1
25-Mar-16,E3 Harelbeke,/iframe/CompetitionResults/11213?disciplineId=10,BEL,1.UWT,1
19-Mar-16,Milano - Sanremo,/iframe/CompetitionResults/3770?disciplineId=10,ITA,1.UWT,1
29 Aug-20 Sep 2009,Vuelta a Espa?�a,/iframe/CompetitionResults/42673?disciplineId=10,ESP,2.CH,1
04 Jul-26 Jul 2009,Tour de France,/iframe/CompetitionResults/42781?disciplineId=10,FRA,2.CH,1
09 May-31 May 2009,Giro d'Italia,/iframe/CompetitionResults/42722?disciplineId=10,ITA,2.CH,1
11 Mar-17 Mar 2009,Tirreno-Adriatico,/iframe/CompetitionResults/45060?disciplineId=10,ITA,2.CH,1
08 Mar-15 Mar 2009,Paris - Nice,/iframe/CompetitionResults/44729?disciplineId=10,FRA,2.CH,1
28 Aug-19 Sep 2010,Vuelta a Espa?�a,/iframe/CompetitionResults/42672?disciplineId=10,ESP,2.CH,1
03 Jul-25 Jul 2010,Tour de France,/iframe/CompetitionResults/42782?disciplineId=10,FRA,2.CH,1
08 May-30 May 2010,Giro d'Italia,/iframe/CompetitionResults/42721?disciplineId=10,ITA,2.CH,1
10 Mar-16 Mar 2010,Tirreno-Adriatico,/iframe/CompetitionResults/45059?disciplineId=10,ITA,2.CH,1
07 Mar-14 Mar 2010,Paris - Nice,/iframe/CompetitionResults/44728?disciplineId=10,FRA,2.CH,1
07 Sep-13 Sep 2009,Tour of Missouri,/iframe/CompetitionResults/44809?disciplineId=10,USA,2.HC,1
05 Aug-09 Aug 2009,Vuelta a Burgos,/iframe/CompetitionResults/42952?disciplineId=10,ESP,2.HC,1
05 Aug-16 Aug 2009,Volta a Portugal em Bicicleta - EDP,/iframe/CompetitionResults/43014?disciplineId=10,POR,2.HC,1
29 Jul-02 Aug 2009,Post Danmark Rundt - Tour of Denmark,/iframe/CompetitionResults/43232?disciplineId=10,DEN,2.HC,1
25 Jul-29 Jul 2009,Tour de Wallonie,/iframe/CompetitionResults/43244?disciplineId=10,BEL,2.HC,1
17 Jul-26 Jul 2009,Tour of Qinghai Lake,/iframe/CompetitionResults/44333?disciplineId=10,CHN,2.HC,1
05 Jul-12 Jul 2009,Int. ??sterreich-Rundfahrt-Tour of Austria,/iframe/CompetitionResults/43195?disciplineId=10,AUT,2.HC,1
03 Jun-07 Jun 2009,Skoda-Tour de Luxembourg,/iframe/CompetitionResults/42747?disciplineId=10,LUX,2.HC,1
27 May-31 May 2009,Bayern-Rundfahrt,/iframe/CompetitionResults/43207?disciplineId=10,GER,2.HC,1
27 May-31 May 2009,Tour de Belgique - Ronde van Belgi?� - Tour of Belgium,/iframe/CompetitionResults/44315?disciplineId=10,BEL,2.HC,1
05 May-10 May 2009,4 Jours de Dunkerque / Tour du Nord-pas-de-Calais,/iframe/CompetitionResults/42705?disciplineId=10,FRA,2.HC,1
31 Mar-02 Apr 2009,KBC-Driedaagse De Panne-Koksijde,/iframe/CompetitionResults/42609?disciplineId=10,BEL,2.HC,1
28 Mar-29 Mar 2009,Crit??rium International,/iframe/CompetitionResults/42597?disciplineId=10,FRA,2.HC,1
14 Feb-22 Feb 2009,Amgen Tour of California,/iframe/CompetitionResults/43802?disciplineId=10,USA,2.HC,1
09 Feb-15 Feb 2009,Le Tour de Langkawi,/iframe/CompetitionResults/43721?disciplineId=10,MAS,2.HC,1
04 Aug-08 Aug 2010,Vuelta a Burgos,/iframe/CompetitionResults/42953?disciplineId=10,ESP,2.HC,1
04 Aug-08 Aug 2010,Post Danmark Rundt - Tour of Denmark,/iframe/CompetitionResults/43234?disciplineId=10,DEN,2.HC,1
24 Jul-28 Jul 2010,Tour de Wallonie,/iframe/CompetitionResults/43243?disciplineId=10,BEL,2.HC,1
17 Jul-25 Jul 2010,Tour of Qinghai Lake,/iframe/CompetitionResults/44332?disciplineId=10,CHN,2.HC,1
04 Jul-11 Jul 2010,Int. ??sterreich-Rundfahrt-Tour of Austria,/iframe/CompetitionResults/43196?disciplineId=10,AUT,2.HC,1
02 Jun-06 Jun 2010,Skoda-Tour de Luxembourg,/iframe/CompetitionResults/42748?disciplineId=10,LUX,2.HC,1
26 May-30 May 2010,Bayern-Rundfahrt,/iframe/CompetitionResults/43209?disciplineId=10,GER,2.HC,1
26 May-30 May 2010,Tour de Belgique - Ronde van Belgi?� - Tour of Belgium,/iframe/CompetitionResults/44314?disciplineId=10,BEL,2.HC,1
16 May-23 May 2010,Amgen Tour of California,/iframe/CompetitionResults/43803?disciplineId=10,USA,2.HC,1
05 May-09 May 2010,4 Jours de Dunkerque / Tour du Nord-pas-de-Calais,/iframe/CompetitionResults/42706?disciplineId=10,FRA,2.HC,1
11 Apr-18 Apr 2010,Presidential Cycling Tour of Turkey,/iframe/CompetitionResults/43817?disciplineId=10,TUR,2.HC,1
30 Mar-01 Apr 2010,KBC-Driedaagse De Panne-Koksijde,/iframe/CompetitionResults/42608?disciplineId=10,BEL,2.HC,1
27 Mar-28 Mar 2010,Crit??rium International,/iframe/CompetitionResults/42598?disciplineId=10,FRA,2.HC,1
01 Mar-07 Mar 2010,Le Tour de Langkawi,/iframe/CompetitionResults/43722?disciplineId=10,MAS,2.HC,1
11 Nov-19 Nov 2009,Tour of Hainan,/iframe/CompetitionResults/44289?disciplineId=10,CHN,2.HC,1
16 Aug-19 Aug 2011,Tour du Limousin,/iframe/CompetitionResults/42962?disciplineId=10,FRA,2.HC,1
03 Aug-07 Aug 2011,Vuelta a Burgos,/iframe/CompetitionResults/42951?disciplineId=10,ESP,2.HC,1
03 Aug-07 Aug 2011,Post Danmark Rundt - Tour of Denmark,/iframe/CompetitionResults/43233?disciplineId=10,DEN,2.HC,1
23 Jul-27 Jul 2011,Tour de Wallonie,/iframe/CompetitionResults/43255?disciplineId=10,BEL,2.HC,1
03 Jul-10 Jul 2011,Int. ??sterreich-Rundfahrt-Tour of Austria,/iframe/CompetitionResults/43194?disciplineId=10,AUT,2.HC,1
02 Jul-10 Jul 2011,Tour of Qinghai Lake,/iframe/CompetitionResults/44331?disciplineId=10,CHN,2.HC,1
01 Jun-05 Jun 2011,Skoda-Tour de Luxembourg,/iframe/CompetitionResults/42746?disciplineId=10,LUX,2.HC,1
25 May-29 May 2011,Bayern-Rundfahrt,/iframe/CompetitionResults/43208?disciplineId=10,GER,2.HC,1
25 May-29 May 2011,Tour de Belgique - Ronde van Belgi?� - Tour of Belgium,/iframe/CompetitionResults/44320?disciplineId=10,BEL,2.HC,1
15 May-22 May 2011,Amgen Tour of California,/iframe/CompetitionResults/43804?disciplineId=10,USA,2.HC,1
04 May-08 May 2011,4 Jours de Dunkerque / Tour du Nord-pas-de-Calais,/iframe/CompetitionResults/42707?disciplineId=10,FRA,2.HC,1
24 Apr-01 May 2011,Presidential Cycling Tour of Turkey,/iframe/CompetitionResults/43820?disciplineId=10,TUR,2.HC,1
