"Stage Name","Stage Date","Stage Category","General Classification Url","Points Classification Url","Stage Classification Url","Competition Date","Competition Name","Competition Result Page Url","Country","Class Code","getsum"
"Stage 4","07 Apr 2016","","https://dataride.uci.ch/iframe/EventResults/67752?competitionId=3308&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/67966?competitionId=3308&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/68187?competitionId=3308&disciplineId=10","04 Apr-09 Apr 2016","Vuelta Ciclista al Pais Vasco","https://dataride.uci.ch/iframe/CompetitionResults/3308?disciplineId=10","ESP","2.UWT","1"
"Stage 5","08 Apr 2016","","https://dataride.uci.ch/iframe/EventResults/67754?competitionId=3308&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/68398?competitionId=3308&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/67753?competitionId=3308&disciplineId=10","04 Apr-09 Apr 2016","Vuelta Ciclista al Pais Vasco","https://dataride.uci.ch/iframe/CompetitionResults/3308?disciplineId=10","ESP","2.UWT","1"
"Final Classification","09 Apr 2016","","https://dataride.uci.ch/iframe/EventResults/67744?competitionId=3308&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/67745?competitionId=3308&disciplineId=10","","04 Apr-09 Apr 2016","Vuelta Ciclista al Pais Vasco","https://dataride.uci.ch/iframe/CompetitionResults/3308?disciplineId=10","ESP","2.UWT","1"
"Stage 6","09 Apr 2016","","https://dataride.uci.ch/iframe/EventResults/67755?competitionId=3308&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/68402?competitionId=3308&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/68401?competitionId=3308&disciplineId=10","04 Apr-09 Apr 2016","Vuelta Ciclista al Pais Vasco","https://dataride.uci.ch/iframe/CompetitionResults/3308?disciplineId=10","ESP","2.UWT","1"
"Final Classification","01 May 2016","","https://dataride.uci.ch/iframe/EventResults/69080?competitionId=34072&disciplineId=10","","","1-May-16","Rund um den Finanzplatz Eschborn-Frankfurt (U23)","https://dataride.uci.ch/iframe/CompetitionResults/34072?disciplineId=10","GER","1.2U","1"
"Prologue","05 Jun 2016","","https://dataride.uci.ch/iframe/EventResults/70159?competitionId=3351&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/69803?competitionId=3351&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/69802?competitionId=3351&disciplineId=10","05 Jun-12 Jun 2016","Critérium du Dauphiné","https://dataride.uci.ch/iframe/CompetitionResults/3351?disciplineId=10","FRA","2.UWT","1"
"Stage 1","06 Jun 2016","","https://dataride.uci.ch/iframe/EventResults/70102?competitionId=3351&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/69673?competitionId=3351&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/70101?competitionId=3351&disciplineId=10","05 Jun-12 Jun 2016","Critérium du Dauphiné","https://dataride.uci.ch/iframe/CompetitionResults/3351?disciplineId=10","FRA","2.UWT","1"
"Stage 2","07 Jun 2016","","https://dataride.uci.ch/iframe/EventResults/70380?competitionId=3351&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/69498?competitionId=3351&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/70561?competitionId=3351&disciplineId=10","05 Jun-12 Jun 2016","Critérium du Dauphiné","https://dataride.uci.ch/iframe/CompetitionResults/3351?disciplineId=10","FRA","2.UWT","1"
"Stage 3","08 Jun 2016","","https://dataride.uci.ch/iframe/EventResults/70057?competitionId=3351&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/69458?competitionId=3351&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/70343?competitionId=3351&disciplineId=10","05 Jun-12 Jun 2016","Critérium du Dauphiné","https://dataride.uci.ch/iframe/CompetitionResults/3351?disciplineId=10","FRA","2.UWT","1"
"Stage 4","09 Jun 2016","","https://dataride.uci.ch/iframe/EventResults/69630?competitionId=3351&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/70332?competitionId=3351&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/69629?competitionId=3351&disciplineId=10","05 Jun-12 Jun 2016","Critérium du Dauphiné","https://dataride.uci.ch/iframe/CompetitionResults/3351?disciplineId=10","FRA","2.UWT","1"
"Stage 5","10 Jun 2016","","https://dataride.uci.ch/iframe/EventResults/69678?competitionId=3351&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/69305?competitionId=3351&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/69283?competitionId=3351&disciplineId=10","05 Jun-12 Jun 2016","Critérium du Dauphiné","https://dataride.uci.ch/iframe/CompetitionResults/3351?disciplineId=10","FRA","2.UWT","1"
"Stage 6","11 Jun 2016","","https://dataride.uci.ch/iframe/EventResults/69707?competitionId=3351&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/70255?competitionId=3351&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/69952?competitionId=3351&disciplineId=10","05 Jun-12 Jun 2016","Critérium du Dauphiné","https://dataride.uci.ch/iframe/CompetitionResults/3351?disciplineId=10","FRA","2.UWT","1"
"Stage 7","12 Jun 2016","","https://dataride.uci.ch/iframe/EventResults/70323?competitionId=3351&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/70036?competitionId=3351&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/70035?competitionId=3351&disciplineId=10","05 Jun-12 Jun 2016","Critérium du Dauphiné","https://dataride.uci.ch/iframe/CompetitionResults/3351?disciplineId=10","FRA","2.UWT","1"
"Final Classification","12 Jun 2016","","https://dataride.uci.ch/iframe/EventResults/69452?competitionId=3351&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/69398?competitionId=3351&disciplineId=10","","05 Jun-12 Jun 2016","Critérium du Dauphiné","https://dataride.uci.ch/iframe/CompetitionResults/3351?disciplineId=10","FRA","2.UWT","1"
"Final Classification","30 Sep 2014","","https://dataride.uci.ch/iframe/EventResults/112089?competitionId=43664&disciplineId=10","","","30-Sep-14","Ruota d'Oro - GP Festa del Perdono","https://dataride.uci.ch/iframe/CompetitionResults/43664?disciplineId=10","ITA","1.2U","1"
"Final Classification","17 Apr 2016","","https://dataride.uci.ch/iframe/EventResults/68809?competitionId=3788&disciplineId=10","","","17-Apr-16","Amstel Gold Race","https://dataride.uci.ch/iframe/CompetitionResults/3788?disciplineId=10","NED","1.UWT","1"
"Final Classification","01 Apr 2013","","https://dataride.uci.ch/iframe/EventResults/89981?competitionId=43416&disciplineId=10","","","1-Apr-13","Giro del Belvedere di Villa di Cordignano","https://dataride.uci.ch/iframe/CompetitionResults/43416?disciplineId=10","ITA","1.2U","1"
"Final Classification","01 May 2012","","https://dataride.uci.ch/iframe/EventResults/122665?competitionId=45097&disciplineId=10","","","1-May-12","Rund um den Finanzplatz Eschborn-Frankfurt (U23)","https://dataride.uci.ch/iframe/CompetitionResults/45097?disciplineId=10","GER","1.2U","1"
"Final Classification","10 Apr 2016","","https://dataride.uci.ch/iframe/EventResults/76607?competitionId=32396&disciplineId=10","","","10-Apr-16","Paris - Roubaix","https://dataride.uci.ch/iframe/CompetitionResults/32396?disciplineId=10","FRA","1.UWT","1"
"Final Classification","01 Apr 2012","","https://dataride.uci.ch/iframe/EventResults/123464?competitionId=43409&disciplineId=10","","","1-Apr-12","Trofeo Piva Banca Popolare di Vicenza","https://dataride.uci.ch/iframe/CompetitionResults/43409?disciplineId=10","ITA","1.2U","1"
"Final Classification","29 Mar 2015","","https://dataride.uci.ch/iframe/EventResults/82067?competitionId=36158&disciplineId=10","","","29-Mar-15","Gent - Wevelgem in Flanders Fields","https://dataride.uci.ch/iframe/CompetitionResults/36158?disciplineId=10","BEL","1.UWT","1"
"Stage 1","20 Jul 2013","","https://dataride.uci.ch/iframe/EventResults/86606?competitionId=43241&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/86601?competitionId=43241&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/86600?competitionId=43241&disciplineId=10","20 Jul-24 Jul 2013","Tour de Wallonie","https://dataride.uci.ch/iframe/CompetitionResults/43241?disciplineId=10","BEL","2.HC","1"
"Stage 2","21 Jul 2013","","https://dataride.uci.ch/iframe/EventResults/86613?competitionId=43241&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/86608?competitionId=43241&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/86607?competitionId=43241&disciplineId=10","20 Jul-24 Jul 2013","Tour de Wallonie","https://dataride.uci.ch/iframe/CompetitionResults/43241?disciplineId=10","BEL","2.HC","1"
"Stage 3","22 Jul 2013","","https://dataride.uci.ch/iframe/EventResults/86620?competitionId=43241&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/86615?competitionId=43241&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/86614?competitionId=43241&disciplineId=10","20 Jul-24 Jul 2013","Tour de Wallonie","https://dataride.uci.ch/iframe/CompetitionResults/43241?disciplineId=10","BEL","2.HC","1"
"Stage 4","23 Jul 2013","","https://dataride.uci.ch/iframe/EventResults/86624?competitionId=43241&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/86622?competitionId=43241&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/86621?competitionId=43241&disciplineId=10","20 Jul-24 Jul 2013","Tour de Wallonie","https://dataride.uci.ch/iframe/CompetitionResults/43241?disciplineId=10","BEL","2.HC","1"
"Stage 5","24 Jul 2013","","https://dataride.uci.ch/iframe/EventResults/86629?competitionId=43241&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/86630?competitionId=43241&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/86628?competitionId=43241&disciplineId=10","20 Jul-24 Jul 2013","Tour de Wallonie","https://dataride.uci.ch/iframe/CompetitionResults/43241?disciplineId=10","BEL","2.HC","1"
"Final Classification","24 Jul 2013","","https://dataride.uci.ch/iframe/EventResults/86594?competitionId=43241&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/86599?competitionId=43241&disciplineId=10","","20 Jul-24 Jul 2013","Tour de Wallonie","https://dataride.uci.ch/iframe/CompetitionResults/43241?disciplineId=10","BEL","2.HC","1"
"Stage 1","16 Aug 2011","","https://dataride.uci.ch/iframe/EventResults/126253?competitionId=42962&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/126251?competitionId=42962&disciplineId=10","16 Aug-19 Aug 2011","Tour du Limousin","https://dataride.uci.ch/iframe/CompetitionResults/42962?disciplineId=10","FRA","2.HC","1"
"Stage 2","17 Aug 2011","","https://dataride.uci.ch/iframe/EventResults/126260?competitionId=42962&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/126256?competitionId=42962&disciplineId=10","16 Aug-19 Aug 2011","Tour du Limousin","https://dataride.uci.ch/iframe/CompetitionResults/42962?disciplineId=10","FRA","2.HC","1"
"Stage 3","18 Aug 2011","","https://dataride.uci.ch/iframe/EventResults/126262?competitionId=42962&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/126261?competitionId=42962&disciplineId=10","16 Aug-19 Aug 2011","Tour du Limousin","https://dataride.uci.ch/iframe/CompetitionResults/42962?disciplineId=10","FRA","2.HC","1"
"Stage 4","19 Aug 2011","","https://dataride.uci.ch/iframe/EventResults/126267?competitionId=42962&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/126266?competitionId=42962&disciplineId=10","16 Aug-19 Aug 2011","Tour du Limousin","https://dataride.uci.ch/iframe/CompetitionResults/42962?disciplineId=10","FRA","2.HC","1"
"Final Classification","19 Aug 2011","","https://dataride.uci.ch/iframe/EventResults/126247?competitionId=42962&disciplineId=10","","","16 Aug-19 Aug 2011","Tour du Limousin","https://dataride.uci.ch/iframe/CompetitionResults/42962?disciplineId=10","FRA","2.HC","1"
"Final Classification","25 Apr 2015","","https://dataride.uci.ch/iframe/EventResults/128762?competitionId=36107&disciplineId=10","","","25-Apr-15","Gran Premio della Liberazione","https://dataride.uci.ch/iframe/CompetitionResults/36107?disciplineId=10","ITA","1.2U","1"
"Stage 1","25 Jul 2015","","https://dataride.uci.ch/iframe/EventResults/109364?competitionId=36082&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/109369?competitionId=36082&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/109363?competitionId=36082&disciplineId=10","25 Jul-29 Jul 2015","Tour de Wallonie","https://dataride.uci.ch/iframe/CompetitionResults/36082?disciplineId=10","BEL","2.HC","1"
"Stage 2","26 Jul 2015","","https://dataride.uci.ch/iframe/EventResults/109376?competitionId=36082&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/109371?competitionId=36082&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/109370?competitionId=36082&disciplineId=10","25 Jul-29 Jul 2015","Tour de Wallonie","https://dataride.uci.ch/iframe/CompetitionResults/36082?disciplineId=10","BEL","2.HC","1"
"Stage 3","27 Jul 2015","","https://dataride.uci.ch/iframe/EventResults/109378?competitionId=36082&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/109380?competitionId=36082&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/109377?competitionId=36082&disciplineId=10","25 Jul-29 Jul 2015","Tour de Wallonie","https://dataride.uci.ch/iframe/CompetitionResults/36082?disciplineId=10","BEL","2.HC","1"
"Stage 4","28 Jul 2015","","https://dataride.uci.ch/iframe/EventResults/109385?competitionId=36082&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/109388?competitionId=36082&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/109384?competitionId=36082&disciplineId=10","25 Jul-29 Jul 2015","Tour de Wallonie","https://dataride.uci.ch/iframe/CompetitionResults/36082?disciplineId=10","BEL","2.HC","1"
"Stage 5","29 Jul 2015","","https://dataride.uci.ch/iframe/EventResults/109395?competitionId=36082&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/109393?competitionId=36082&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/109391?competitionId=36082&disciplineId=10","25 Jul-29 Jul 2015","Tour de Wallonie","https://dataride.uci.ch/iframe/CompetitionResults/36082?disciplineId=10","BEL","2.HC","1"
"Final Classification","29 Jul 2015","","https://dataride.uci.ch/iframe/EventResults/109359?competitionId=36082&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/109357?competitionId=36082&disciplineId=10","","25 Jul-29 Jul 2015","Tour de Wallonie","https://dataride.uci.ch/iframe/CompetitionResults/36082?disciplineId=10","BEL","2.HC","1"
"Final Classification","24 Aug 2014","","https://dataride.uci.ch/iframe/EventResults/112587?competitionId=43621&disciplineId=10","","","24-Aug-14","Vattenfall Cyclassics","https://dataride.uci.ch/iframe/CompetitionResults/43621?disciplineId=10","GER","1.UWT","1"
"Stage 1","28 May 2014","","https://dataride.uci.ch/iframe/EventResults/115184?competitionId=43212&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/115183?competitionId=43212&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/115180?competitionId=43212&disciplineId=10","28 May-01 Jun 2014","Bayern Rundfahrt","https://dataride.uci.ch/iframe/CompetitionResults/43212?disciplineId=10","GER","2.HC","1"
"Stage 2","29 May 2014","","https://dataride.uci.ch/iframe/EventResults/115189?competitionId=43212&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/115188?competitionId=43212&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/115185?competitionId=43212&disciplineId=10","28 May-01 Jun 2014","Bayern Rundfahrt","https://dataride.uci.ch/iframe/CompetitionResults/43212?disciplineId=10","GER","2.HC","1"
"Stage 3","30 May 2014","","https://dataride.uci.ch/iframe/EventResults/115194?competitionId=43212&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/115192?competitionId=43212&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/115190?competitionId=43212&disciplineId=10","28 May-01 Jun 2014","Bayern Rundfahrt","https://dataride.uci.ch/iframe/CompetitionResults/43212?disciplineId=10","GER","2.HC","1"
"Stage 4","31 May 2014","","https://dataride.uci.ch/iframe/EventResults/115204?competitionId=43212&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/115203?competitionId=43212&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/115200?competitionId=43212&disciplineId=10","28 May-01 Jun 2014","Bayern Rundfahrt","https://dataride.uci.ch/iframe/CompetitionResults/43212?disciplineId=10","GER","2.HC","1"
"Stage 5","01 Jun 2014","","https://dataride.uci.ch/iframe/EventResults/115199?competitionId=43212&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/115198?competitionId=43212&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/115195?competitionId=43212&disciplineId=10","28 May-01 Jun 2014","Bayern Rundfahrt","https://dataride.uci.ch/iframe/CompetitionResults/43212?disciplineId=10","GER","2.HC","1"
"Final Classification","01 Jun 2014","","https://dataride.uci.ch/iframe/EventResults/115177?competitionId=43212&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/115179?competitionId=43212&disciplineId=10","","28 May-01 Jun 2014","Bayern Rundfahrt","https://dataride.uci.ch/iframe/CompetitionResults/43212?disciplineId=10","GER","2.HC","1"
"Final Classification","25 Aug 2013","","https://dataride.uci.ch/iframe/EventResults/85586?competitionId=43620&disciplineId=10","","","25-Aug-13","Vattenfall Cyclassics","https://dataride.uci.ch/iframe/CompetitionResults/43620?disciplineId=10","GER","1.UWT","1"
"Prologue","30 May 2012","","https://dataride.uci.ch/iframe/EventResults/121526?competitionId=42750&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121525?competitionId=42750&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121524?competitionId=42750&disciplineId=10","30 May-03 Jun 2012","Skoda-Tour de Luxembourg","https://dataride.uci.ch/iframe/CompetitionResults/42750?disciplineId=10","LUX","2.HC","1"
"Stage 1","31 May 2012","","https://dataride.uci.ch/iframe/EventResults/121507?competitionId=42750&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121508?competitionId=42750&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121504?competitionId=42750&disciplineId=10","30 May-03 Jun 2012","Skoda-Tour de Luxembourg","https://dataride.uci.ch/iframe/CompetitionResults/42750?disciplineId=10","LUX","2.HC","1"
"Stage 2","01 Jun 2012","","https://dataride.uci.ch/iframe/EventResults/121510?competitionId=42750&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121511?competitionId=42750&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121509?competitionId=42750&disciplineId=10","30 May-03 Jun 2012","Skoda-Tour de Luxembourg","https://dataride.uci.ch/iframe/CompetitionResults/42750?disciplineId=10","LUX","2.HC","1"
"Stage 3","02 Jun 2012","","https://dataride.uci.ch/iframe/EventResults/121515?competitionId=42750&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121516?competitionId=42750&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121514?competitionId=42750&disciplineId=10","30 May-03 Jun 2012","Skoda-Tour de Luxembourg","https://dataride.uci.ch/iframe/CompetitionResults/42750?disciplineId=10","LUX","2.HC","1"
"Stage 4","03 Jun 2012","","https://dataride.uci.ch/iframe/EventResults/121520?competitionId=42750&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121521?competitionId=42750&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121519?competitionId=42750&disciplineId=10","30 May-03 Jun 2012","Skoda-Tour de Luxembourg","https://dataride.uci.ch/iframe/CompetitionResults/42750?disciplineId=10","LUX","2.HC","1"
"Final Classification","03 Jun 2012","","https://dataride.uci.ch/iframe/EventResults/121500?competitionId=42750&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121503?competitionId=42750&disciplineId=10","","30 May-03 Jun 2012","Skoda-Tour de Luxembourg","https://dataride.uci.ch/iframe/CompetitionResults/42750?disciplineId=10","LUX","2.HC","1"
"Prologue","01 Jun 2016","","https://dataride.uci.ch/iframe/EventResults/69851?competitionId=8062&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/70103?competitionId=8062&disciplineId=10","01 Jun-05 Jun 2016","Skoda-Tour de Luxembourg","https://dataride.uci.ch/iframe/CompetitionResults/8062?disciplineId=10","LUX","2.HC","1"
"Stage 1","02 Jun 2016","","https://dataride.uci.ch/iframe/EventResults/69950?competitionId=8062&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/70421?competitionId=8062&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/70253?competitionId=8062&disciplineId=10","01 Jun-05 Jun 2016","Skoda-Tour de Luxembourg","https://dataride.uci.ch/iframe/CompetitionResults/8062?disciplineId=10","LUX","2.HC","1"
"Stage 2","03 Jun 2016","","https://dataride.uci.ch/iframe/EventResults/69355?competitionId=8062&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/70143?competitionId=8062&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/69615?competitionId=8062&disciplineId=10","01 Jun-05 Jun 2016","Skoda-Tour de Luxembourg","https://dataride.uci.ch/iframe/CompetitionResults/8062?disciplineId=10","LUX","2.HC","1"
"Stage 3","04 Jun 2016","","https://dataride.uci.ch/iframe/EventResults/69556?competitionId=8062&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/69900?competitionId=8062&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/70604?competitionId=8062&disciplineId=10","01 Jun-05 Jun 2016","Skoda-Tour de Luxembourg","https://dataride.uci.ch/iframe/CompetitionResults/8062?disciplineId=10","LUX","2.HC","1"
"Stage 4","05 Jun 2016","","https://dataride.uci.ch/iframe/EventResults/69632?competitionId=8062&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/69397?competitionId=8062&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/70509?competitionId=8062&disciplineId=10","01 Jun-05 Jun 2016","Skoda-Tour de Luxembourg","https://dataride.uci.ch/iframe/CompetitionResults/8062?disciplineId=10","LUX","2.HC","1"
"Final Classification","05 Jun 2016","","https://dataride.uci.ch/iframe/EventResults/70083?competitionId=8062&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/70358?competitionId=8062&disciplineId=10","","01 Jun-05 Jun 2016","Skoda-Tour de Luxembourg","https://dataride.uci.ch/iframe/CompetitionResults/8062?disciplineId=10","LUX","2.HC","1"
"Stage 1","23 May 2012","","https://dataride.uci.ch/iframe/EventResults/121636?competitionId=43210&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121635?competitionId=43210&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121634?competitionId=43210&disciplineId=10","23 May-27 May 2012","Bayern-Rundfahrt","https://dataride.uci.ch/iframe/CompetitionResults/43210?disciplineId=10","GER","2.HC","1"
"Stage 2","24 May 2012","","https://dataride.uci.ch/iframe/EventResults/121640?competitionId=43210&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121641?competitionId=43210&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121639?competitionId=43210&disciplineId=10","23 May-27 May 2012","Bayern-Rundfahrt","https://dataride.uci.ch/iframe/CompetitionResults/43210?disciplineId=10","GER","2.HC","1"
"Stage 3","25 May 2012","","https://dataride.uci.ch/iframe/EventResults/121648?competitionId=43210&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121645?competitionId=43210&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121644?competitionId=43210&disciplineId=10","23 May-27 May 2012","Bayern-Rundfahrt","https://dataride.uci.ch/iframe/CompetitionResults/43210?disciplineId=10","GER","2.HC","1"
"Stage 4","26 May 2012","","https://dataride.uci.ch/iframe/EventResults/121658?competitionId=43210&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121655?competitionId=43210&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121654?competitionId=43210&disciplineId=10","23 May-27 May 2012","Bayern-Rundfahrt","https://dataride.uci.ch/iframe/CompetitionResults/43210?disciplineId=10","GER","2.HC","1"
"Stage 5","27 May 2012","","https://dataride.uci.ch/iframe/EventResults/121650?competitionId=43210&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121651?competitionId=43210&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121649?competitionId=43210&disciplineId=10","23 May-27 May 2012","Bayern-Rundfahrt","https://dataride.uci.ch/iframe/CompetitionResults/43210?disciplineId=10","GER","2.HC","1"
"Final Classification","27 May 2012","","https://dataride.uci.ch/iframe/EventResults/121630?competitionId=43210&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/121633?competitionId=43210&disciplineId=10","","23 May-27 May 2012","Bayern-Rundfahrt","https://dataride.uci.ch/iframe/CompetitionResults/43210?disciplineId=10","GER","2.HC","1"
"Stage 1","02 Aug 2015","","https://dataride.uci.ch/iframe/EventResults/82071?competitionId=36086&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82072?competitionId=36086&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82070?competitionId=36086&disciplineId=10","02 Aug-08 Aug 2015","Tour de Pologne","https://dataride.uci.ch/iframe/CompetitionResults/36086?disciplineId=10","POL","2.UWT","1"
"Stage 2","03 Aug 2015","","https://dataride.uci.ch/iframe/EventResults/82077?competitionId=36086&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82078?competitionId=36086&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82076?competitionId=36086&disciplineId=10","02 Aug-08 Aug 2015","Tour de Pologne","https://dataride.uci.ch/iframe/CompetitionResults/36086?disciplineId=10","POL","2.UWT","1"
"Stage 3","04 Aug 2015","","https://dataride.uci.ch/iframe/EventResults/82083?competitionId=36086&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82084?competitionId=36086&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82082?competitionId=36086&disciplineId=10","02 Aug-08 Aug 2015","Tour de Pologne","https://dataride.uci.ch/iframe/CompetitionResults/36086?disciplineId=10","POL","2.UWT","1"
"Stage 4","05 Aug 2015","","https://dataride.uci.ch/iframe/EventResults/82089?competitionId=36086&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82090?competitionId=36086&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82088?competitionId=36086&disciplineId=10","02 Aug-08 Aug 2015","Tour de Pologne","https://dataride.uci.ch/iframe/CompetitionResults/36086?disciplineId=10","POL","2.UWT","1"
"Stage 5","06 Aug 2015","","https://dataride.uci.ch/iframe/EventResults/82095?competitionId=36086&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82096?competitionId=36086&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82094?competitionId=36086&disciplineId=10","02 Aug-08 Aug 2015","Tour de Pologne","https://dataride.uci.ch/iframe/CompetitionResults/36086?disciplineId=10","POL","2.UWT","1"
"Stage 6","07 Aug 2015","","https://dataride.uci.ch/iframe/EventResults/82101?competitionId=36086&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82102?competitionId=36086&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82100?competitionId=36086&disciplineId=10","02 Aug-08 Aug 2015","Tour de Pologne","https://dataride.uci.ch/iframe/CompetitionResults/36086?disciplineId=10","POL","2.UWT","1"
"Stage 7","08 Aug 2015","","https://dataride.uci.ch/iframe/EventResults/82112?competitionId=36086&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82113?competitionId=36086&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82111?competitionId=36086&disciplineId=10","02 Aug-08 Aug 2015","Tour de Pologne","https://dataride.uci.ch/iframe/CompetitionResults/36086?disciplineId=10","POL","2.UWT","1"
"Final Classification","08 Aug 2015","","https://dataride.uci.ch/iframe/EventResults/82106?competitionId=36086&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/82107?competitionId=36086&disciplineId=10","","02 Aug-08 Aug 2015","Tour de Pologne","https://dataride.uci.ch/iframe/CompetitionResults/36086?disciplineId=10","POL","2.UWT","1"
