"Stage Name","Stage Date","Stage Category","General Classification Url","Points Classification Url","Stage Classification Url","Competition Date","Competition Name","Competition Result Page Url","Country","Class Code","getsum"
"Final Classification","21 Apr 2014","","https://dataride.uci.ch/iframe/EventResults/116431?competitionId=43418&disciplineId=10","","","21-Apr-14","Giro del Belvedere","https://dataride.uci.ch/iframe/CompetitionResults/43418?disciplineId=10","ITA","1.2U","1"
"Final Classification","11 Sep 2016","","https://dataride.uci.ch/iframe/EventResults/72496?competitionId=3396&disciplineId=10","","","11-Sep-16","Grand Prix Cycliste de Montréal","https://dataride.uci.ch/iframe/CompetitionResults/3396?disciplineId=10","CAN","1.UWT","1"
"Stage 1","07 May 2014","","https://dataride.uci.ch/iframe/EventResults/115996?competitionId=42710&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/115994?competitionId=42710&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/115997?competitionId=42710&disciplineId=10","07 May-11 May 2014","4 Jours de Dunkerque / Tour du Nord-pas-de-Calais","https://dataride.uci.ch/iframe/CompetitionResults/42710?disciplineId=10","FRA","2.HC","1"
"Stage 2","08 May 2014","","https://dataride.uci.ch/iframe/EventResults/115998?competitionId=42710&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/115999?competitionId=42710&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/116002?competitionId=42710&disciplineId=10","07 May-11 May 2014","4 Jours de Dunkerque / Tour du Nord-pas-de-Calais","https://dataride.uci.ch/iframe/CompetitionResults/42710?disciplineId=10","FRA","2.HC","1"
"Stage 3","09 May 2014","","https://dataride.uci.ch/iframe/EventResults/116003?competitionId=42710&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/116006?competitionId=42710&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/116007?competitionId=42710&disciplineId=10","07 May-11 May 2014","4 Jours de Dunkerque / Tour du Nord-pas-de-Calais","https://dataride.uci.ch/iframe/CompetitionResults/42710?disciplineId=10","FRA","2.HC","1"
"Stage 4","10 May 2014","","https://dataride.uci.ch/iframe/EventResults/116008?competitionId=42710&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/116009?competitionId=42710&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/116012?competitionId=42710&disciplineId=10","07 May-11 May 2014","4 Jours de Dunkerque / Tour du Nord-pas-de-Calais","https://dataride.uci.ch/iframe/CompetitionResults/42710?disciplineId=10","FRA","2.HC","1"
"Stage 5","11 May 2014","","https://dataride.uci.ch/iframe/EventResults/116013?competitionId=42710&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/116016?competitionId=42710&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/116017?competitionId=42710&disciplineId=10","07 May-11 May 2014","4 Jours de Dunkerque / Tour du Nord-pas-de-Calais","https://dataride.uci.ch/iframe/CompetitionResults/42710?disciplineId=10","FRA","2.HC","1"
"Final Classification","11 May 2014","","https://dataride.uci.ch/iframe/EventResults/115989?competitionId=42710&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/115992?competitionId=42710&disciplineId=10","","07 May-11 May 2014","4 Jours de Dunkerque / Tour du Nord-pas-de-Calais","https://dataride.uci.ch/iframe/CompetitionResults/42710?disciplineId=10","FRA","2.HC","1"
"Final Classification","16 Aug 2016","","https://dataride.uci.ch/iframe/EventResults/72731?competitionId=33358&disciplineId=10","","","16-Aug-16","GP Capodarco - Comunità di Capodarco","https://dataride.uci.ch/iframe/CompetitionResults/33358?disciplineId=10","ITA","1.2U","1"
"Final Classification","12 Sep 2014","","https://dataride.uci.ch/iframe/EventResults/112174?competitionId=45427&disciplineId=10","","","12-Sep-14","Grand Prix Cycliste de Québec","https://dataride.uci.ch/iframe/CompetitionResults/45427?disciplineId=10","CAN","1.UWT","1"
"Final Classification","06 Apr 2015","","https://dataride.uci.ch/iframe/EventResults/80841?competitionId=36104&disciplineId=10","","","6-Apr-15","Giro Belvedere di Villa di Cordignano","https://dataride.uci.ch/iframe/CompetitionResults/36104?disciplineId=10","ITA","1.2U","1"
"Stage 1","17 Jan 2017","","https://dataride.uci.ch/iframe/EventResults/19050?competitionId=31995&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/19049?competitionId=31995&disciplineId=10","17 Jan-22 Jan 2017","Santos Tour Down Under","https://dataride.uci.ch/iframe/CompetitionResults/31995?disciplineId=10","AUS","2.UWT","1"
"Stage 2","18 Jan 2017","","https://dataride.uci.ch/iframe/EventResults/19052?competitionId=31995&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/19051?competitionId=31995&disciplineId=10","17 Jan-22 Jan 2017","Santos Tour Down Under","https://dataride.uci.ch/iframe/CompetitionResults/31995?disciplineId=10","AUS","2.UWT","1"
"Stage 3","19 Jan 2017","","https://dataride.uci.ch/iframe/EventResults/19054?competitionId=31995&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/19053?competitionId=31995&disciplineId=10","17 Jan-22 Jan 2017","Santos Tour Down Under","https://dataride.uci.ch/iframe/CompetitionResults/31995?disciplineId=10","AUS","2.UWT","1"
"Stage 4","20 Jan 2017","","https://dataride.uci.ch/iframe/EventResults/19056?competitionId=31995&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/19055?competitionId=31995&disciplineId=10","17 Jan-22 Jan 2017","Santos Tour Down Under","https://dataride.uci.ch/iframe/CompetitionResults/31995?disciplineId=10","AUS","2.UWT","1"
"Stage 5","21 Jan 2017","","https://dataride.uci.ch/iframe/EventResults/19058?competitionId=31995&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/19057?competitionId=31995&disciplineId=10","17 Jan-22 Jan 2017","Santos Tour Down Under","https://dataride.uci.ch/iframe/CompetitionResults/31995?disciplineId=10","AUS","2.UWT","1"
"Stage 6","22 Jan 2017","","","","https://dataride.uci.ch/iframe/EventResults/19059?competitionId=31995&disciplineId=10","17 Jan-22 Jan 2017","Santos Tour Down Under","https://dataride.uci.ch/iframe/CompetitionResults/31995?disciplineId=10","AUS","2.UWT","1"
"Final Classification","22 Jan 2017","","https://dataride.uci.ch/iframe/EventResults/19048?competitionId=31995&disciplineId=10","","","17 Jan-22 Jan 2017","Santos Tour Down Under","https://dataride.uci.ch/iframe/CompetitionResults/31995?disciplineId=10","AUS","2.UWT","1"
"Final Classification","10 May 2015","","https://dataride.uci.ch/iframe/EventResults/111368?competitionId=35773&disciplineId=10","","","10-May-15","8° Tr. Città di San Vendemiano - 55° GP Industria & Commercio","https://dataride.uci.ch/iframe/CompetitionResults/35773?disciplineId=10","ITA","1.2U","1"
"Stage 1","11 Apr 2010","","https://dataride.uci.ch/iframe/EventResults/138274?competitionId=43817&disciplineId=10","","https://dataride.uci.ch/iframe/EventResults/138273?competitionId=43817&disciplineId=10","11 Apr-18 Apr 2010","Presidential Cycling Tour of Turkey","https://dataride.uci.ch/iframe/CompetitionResults/43817?disciplineId=10","TUR","2.HC","1"
"Stage 2","12 Apr 2010","","https://dataride.uci.ch/iframe/EventResults/138239?competitionId=43817&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/138240?competitionId=43817&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/138238?competitionId=43817&disciplineId=10","11 Apr-18 Apr 2010","Presidential Cycling Tour of Turkey","https://dataride.uci.ch/iframe/CompetitionResults/43817?disciplineId=10","TUR","2.HC","1"
"Stage 3","13 Apr 2010","","https://dataride.uci.ch/iframe/EventResults/138244?competitionId=43817&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/138245?competitionId=43817&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/138243?competitionId=43817&disciplineId=10","11 Apr-18 Apr 2010","Presidential Cycling Tour of Turkey","https://dataride.uci.ch/iframe/CompetitionResults/43817?disciplineId=10","TUR","2.HC","1"
"Stage 4","14 Apr 2010","","https://dataride.uci.ch/iframe/EventResults/138249?competitionId=43817&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/138250?competitionId=43817&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/138248?competitionId=43817&disciplineId=10","11 Apr-18 Apr 2010","Presidential Cycling Tour of Turkey","https://dataride.uci.ch/iframe/CompetitionResults/43817?disciplineId=10","TUR","2.HC","1"
"Stage 5","15 Apr 2010","","https://dataride.uci.ch/iframe/EventResults/138254?competitionId=43817&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/138255?competitionId=43817&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/138253?competitionId=43817&disciplineId=10","11 Apr-18 Apr 2010","Presidential Cycling Tour of Turkey","https://dataride.uci.ch/iframe/CompetitionResults/43817?disciplineId=10","TUR","2.HC","1"
"Stage 6","16 Apr 2010","","https://dataride.uci.ch/iframe/EventResults/138259?competitionId=43817&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/138260?competitionId=43817&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/138258?competitionId=43817&disciplineId=10","11 Apr-18 Apr 2010","Presidential Cycling Tour of Turkey","https://dataride.uci.ch/iframe/CompetitionResults/43817?disciplineId=10","TUR","2.HC","1"
"Stage 7","17 Apr 2010","","https://dataride.uci.ch/iframe/EventResults/138264?competitionId=43817&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/138265?competitionId=43817&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/138263?competitionId=43817&disciplineId=10","11 Apr-18 Apr 2010","Presidential Cycling Tour of Turkey","https://dataride.uci.ch/iframe/CompetitionResults/43817?disciplineId=10","TUR","2.HC","1"
"Stage 8","18 Apr 2010","","https://dataride.uci.ch/iframe/EventResults/138269?competitionId=43817&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/138270?competitionId=43817&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/138268?competitionId=43817&disciplineId=10","11 Apr-18 Apr 2010","Presidential Cycling Tour of Turkey","https://dataride.uci.ch/iframe/CompetitionResults/43817?disciplineId=10","TUR","2.HC","1"
"Final Classification","18 Apr 2010","","https://dataride.uci.ch/iframe/EventResults/138234?competitionId=43817&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/138237?competitionId=43817&disciplineId=10","","11 Apr-18 Apr 2010","Presidential Cycling Tour of Turkey","https://dataride.uci.ch/iframe/CompetitionResults/43817?disciplineId=10","TUR","2.HC","1"
"Final Classification","26 Mar 2017","","https://dataride.uci.ch/iframe/EventResults/18860?competitionId=32395&disciplineId=10","","","26-Mar-17","Gent-Wevelgem in Flanders Fields","https://dataride.uci.ch/iframe/CompetitionResults/32395?disciplineId=10","BEL","1.UWT","1"
"Stage 1","09 Feb 2014","","https://dataride.uci.ch/iframe/EventResults/117772?competitionId=44344&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/117771?competitionId=44344&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/117770?competitionId=44344&disciplineId=10","09 Feb-14 Feb 2014","Tour of Qatar","https://dataride.uci.ch/iframe/CompetitionResults/44344?disciplineId=10","QAT","2.HC","1"
"Stage 2","10 Feb 2014","","https://dataride.uci.ch/iframe/EventResults/117776?competitionId=44344&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/117777?competitionId=44344&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/117774?competitionId=44344&disciplineId=10","09 Feb-14 Feb 2014","Tour of Qatar","https://dataride.uci.ch/iframe/CompetitionResults/44344?disciplineId=10","QAT","2.HC","1"
"Stage 3","11 Feb 2014","","https://dataride.uci.ch/iframe/EventResults/117792?competitionId=44344&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/117793?competitionId=44344&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/117790?competitionId=44344&disciplineId=10","09 Feb-14 Feb 2014","Tour of Qatar","https://dataride.uci.ch/iframe/CompetitionResults/44344?disciplineId=10","QAT","2.HC","1"
"Stage 4","12 Feb 2014","","https://dataride.uci.ch/iframe/EventResults/117781?competitionId=44344&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/117780?competitionId=44344&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/117778?competitionId=44344&disciplineId=10","09 Feb-14 Feb 2014","Tour of Qatar","https://dataride.uci.ch/iframe/CompetitionResults/44344?disciplineId=10","QAT","2.HC","1"
"Stage 5","13 Feb 2014","","https://dataride.uci.ch/iframe/EventResults/117784?competitionId=44344&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/117783?competitionId=44344&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/117782?competitionId=44344&disciplineId=10","09 Feb-14 Feb 2014","Tour of Qatar","https://dataride.uci.ch/iframe/CompetitionResults/44344?disciplineId=10","QAT","2.HC","1"
"Stage 6","14 Feb 2014","","https://dataride.uci.ch/iframe/EventResults/117788?competitionId=44344&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/117789?competitionId=44344&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/117786?competitionId=44344&disciplineId=10","09 Feb-14 Feb 2014","Tour of Qatar","https://dataride.uci.ch/iframe/CompetitionResults/44344?disciplineId=10","QAT","2.HC","1"
"Final Classification","14 Feb 2014","","https://dataride.uci.ch/iframe/EventResults/117767?competitionId=44344&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/117768?competitionId=44344&disciplineId=10","","09 Feb-14 Feb 2014","Tour of Qatar","https://dataride.uci.ch/iframe/CompetitionResults/44344?disciplineId=10","QAT","2.HC","1"
"Stage 1","04 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142224?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142219?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142218?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 2","05 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142133?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142127?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142128?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 3","06 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142182?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142183?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142177?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 4","07 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142239?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142242?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142236?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 5","08 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142102?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142100?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142097?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 6","09 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142205?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142201?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142198?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 7","10 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142062?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142061?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142057?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 8","11 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142122?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142118?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142117?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 9","12 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142164?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142160?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142157?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 10","14 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142213?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142209?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142208?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 11","15 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142172?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142169?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142167?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 12","16 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142153?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142148?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142147?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 13","17 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142112?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142108?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142107?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 14","18 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142074?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142068?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142067?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 15","19 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142082?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142078?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142077?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 16","21 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142044?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142038?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142037?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 17","22 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142095?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142088?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142087?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 18","23 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142231?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142228?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142227?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 19","24 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142052?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142048?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142047?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 20","25 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142143?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142137?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142138?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Stage 21","26 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142192?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142188?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142187?competitionId=42781&disciplineId=10","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Final Classification","26 Jul 2009","","https://dataride.uci.ch/iframe/EventResults/142034?competitionId=42781&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/142032?competitionId=42781&disciplineId=10","","04 Jul-26 Jul 2009","Tour de France","https://dataride.uci.ch/iframe/CompetitionResults/42781?disciplineId=10","FRA","2.CH","1"
"Final Classification","08 Oct 2017","","https://dataride.uci.ch/iframe/EventResults/18406?competitionId=33347&disciplineId=10","","","8-Oct-17","Paris-Tours Espoirs","https://dataride.uci.ch/iframe/CompetitionResults/33347?disciplineId=10","FRA","1.2U","1"
"Stage 1","20 May 2015","","https://dataride.uci.ch/iframe/EventResults/110959?competitionId=35863&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/110960?competitionId=35863&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/110957?competitionId=35863&disciplineId=10","20 May-24 May 2015","Tour of Norway","https://dataride.uci.ch/iframe/CompetitionResults/35863?disciplineId=10","NOR","2.HC","1"
"Stage 2","21 May 2015","","https://dataride.uci.ch/iframe/EventResults/110965?competitionId=35863&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/110966?competitionId=35863&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/110962?competitionId=35863&disciplineId=10","20 May-24 May 2015","Tour of Norway","https://dataride.uci.ch/iframe/CompetitionResults/35863?disciplineId=10","NOR","2.HC","1"
"Stage 3","22 May 2015","","https://dataride.uci.ch/iframe/EventResults/110968?competitionId=35863&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/110970?competitionId=35863&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/110967?competitionId=35863&disciplineId=10","20 May-24 May 2015","Tour of Norway","https://dataride.uci.ch/iframe/CompetitionResults/35863?disciplineId=10","NOR","2.HC","1"
"Stage 4","23 May 2015","","https://dataride.uci.ch/iframe/EventResults/110976?competitionId=35863&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/110973?competitionId=35863&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/110972?competitionId=35863&disciplineId=10","20 May-24 May 2015","Tour of Norway","https://dataride.uci.ch/iframe/CompetitionResults/35863?disciplineId=10","NOR","2.HC","1"
"Stage 5","24 May 2015","","https://dataride.uci.ch/iframe/EventResults/110980?competitionId=35863&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/110978?competitionId=35863&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/110977?competitionId=35863&disciplineId=10","20 May-24 May 2015","Tour of Norway","https://dataride.uci.ch/iframe/CompetitionResults/35863?disciplineId=10","NOR","2.HC","1"
"Final Classification","24 May 2015","","https://dataride.uci.ch/iframe/EventResults/110955?competitionId=35863&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/110953?competitionId=35863&disciplineId=10","","20 May-24 May 2015","Tour of Norway","https://dataride.uci.ch/iframe/CompetitionResults/35863?disciplineId=10","NOR","2.HC","1"
"Stage 1","05 Mar 2017","","https://dataride.uci.ch/iframe/EventResults/22864?competitionId=32960&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/54038?competitionId=32960&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/22863?competitionId=32960&disciplineId=10","05 Mar-12 Mar 2017","Paris-Nice","https://dataride.uci.ch/iframe/CompetitionResults/32960?disciplineId=10","FRA","2.UWT","1"
"Stage 2","06 Mar 2017","","https://dataride.uci.ch/iframe/EventResults/22866?competitionId=32960&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/54043?competitionId=32960&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/22865?competitionId=32960&disciplineId=10","05 Mar-12 Mar 2017","Paris-Nice","https://dataride.uci.ch/iframe/CompetitionResults/32960?disciplineId=10","FRA","2.UWT","1"
"Stage 3","07 Mar 2017","","https://dataride.uci.ch/iframe/EventResults/22868?competitionId=32960&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/54048?competitionId=32960&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/22867?competitionId=32960&disciplineId=10","05 Mar-12 Mar 2017","Paris-Nice","https://dataride.uci.ch/iframe/CompetitionResults/32960?disciplineId=10","FRA","2.UWT","1"
"Stage 4","08 Mar 2017","","https://dataride.uci.ch/iframe/EventResults/22870?competitionId=32960&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/54053?competitionId=32960&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/22869?competitionId=32960&disciplineId=10","05 Mar-12 Mar 2017","Paris-Nice","https://dataride.uci.ch/iframe/CompetitionResults/32960?disciplineId=10","FRA","2.UWT","1"
"Stage 5","09 Mar 2017","","https://dataride.uci.ch/iframe/EventResults/22872?competitionId=32960&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/54062?competitionId=32960&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/22871?competitionId=32960&disciplineId=10","05 Mar-12 Mar 2017","Paris-Nice","https://dataride.uci.ch/iframe/CompetitionResults/32960?disciplineId=10","FRA","2.UWT","1"
"Stage 6","10 Mar 2017","","https://dataride.uci.ch/iframe/EventResults/22874?competitionId=32960&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/54069?competitionId=32960&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/22873?competitionId=32960&disciplineId=10","05 Mar-12 Mar 2017","Paris-Nice","https://dataride.uci.ch/iframe/CompetitionResults/32960?disciplineId=10","FRA","2.UWT","1"
"Stage 7","11 Mar 2017","","https://dataride.uci.ch/iframe/EventResults/22876?competitionId=32960&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/54082?competitionId=32960&disciplineId=10","https://dataride.uci.ch/iframe/EventResults/22875?competitionId=32960&disciplineId=10","05 Mar-12 Mar 2017","Paris-Nice","https://dataride.uci.ch/iframe/CompetitionResults/32960?disciplineId=10","FRA","2.UWT","1"
