date,competition,url,country,class,getsum
15 May-24 May 2009,Tour de l'Aude Cycliste Féminin,/iframe/CompetitionResults/43312?disciplineId=10,FRA,2.1,0
15 May-17 May 2009,Int. 3-Etappen-Rundfahrt der Rad-Junioren,/iframe/CompetitionResults/43344?disciplineId=10,GER,2.1,0
14 May-17 May 2009,GP Internacional Paredes Rota dos Móveis,/iframe/CompetitionResults/43885?disciplineId=10,POR,2.2,0
13-May-09,Batavus Prorace,/iframe/CompetitionResults/44086?disciplineId=10,NED,1.1,0
13 May-17 May 2009,Doble Sucre Potosi G.P. Cemento Fancesa,/iframe/CompetitionResults/44450?disciplineId=10,BOL,2.2,0
12-May-09,Grand Prix of Moscow,/iframe/CompetitionResults/44386?disciplineId=10,RUS,1.2,0
11 May-15 May 2009,Tour of President,/iframe/CompetitionResults/45184?disciplineId=10,IRI,2.2,0
10-May-09,Berner-Rundfahrt / Tour de Berne,/iframe/CompetitionResults/42686?disciplineId=10,SUI,CDM,0
10-May-09,GP Industrie del Marmo,/iframe/CompetitionResults/43496?disciplineId=10,ITA,1.2,0
10-May-09,Omloop der Kempen,/iframe/CompetitionResults/43760?disciplineId=10,NED,1.2,0
09 May-31 May 2009,Giro d'Italia,/iframe/CompetitionResults/42722?disciplineId=10,ITA,2.CH,1
09 May-10 May 2009,Le Trophée Centre Morbihan,/iframe/CompetitionResults/44345?disciplineId=10,FRA,2.1,0
9-May-09,Omloop Door Middag-Humsterland WE,/iframe/CompetitionResults/44647?disciplineId=10,NED,1.2,0
9-May-09,101st Scandinavian Race Uppsala - 1909 to 2009,/iframe/CompetitionResults/45036?disciplineId=10,SWE,1.2,0
08 May-10 May 2009,Szlakiem Grodòw Piastowskich,/iframe/CompetitionResults/43899?disciplineId=10,POL,2.1,0
08 May-10 May 2009,Tour du Haut Anjou International Espoirs,/iframe/CompetitionResults/44828?disciplineId=10,FRA,2.2U,0
06 May-10 May 2009,Five rings of Moscow,/iframe/CompetitionResults/43133?disciplineId=10,RUS,2.2,0
06 May-10 May 2009,Giro del Friuli Venezia Giulia,/iframe/CompetitionResults/44050?disciplineId=10,ITA,2.2,0
06 May-10 May 2009,Course de la Paix Junior,/iframe/CompetitionResults/44763?disciplineId=10,CZE,2.Ncup,0
05 May-10 May 2009,4 Jours de Dunkerque / Tour du Nord-pas-de-Calais,/iframe/CompetitionResults/42705?disciplineId=10,FRA,2.HC,1
3-May-09,Trophée des Grimpeurs,/iframe/CompetitionResults/42697?disciplineId=10,FRA,1.1,0
3-May-09,Giro di Toscana,/iframe/CompetitionResults/42931?disciplineId=10,ITA,1.1,0
3-May-09,Circuito del Porto - Trofeo Arvedi,/iframe/CompetitionResults/43501?disciplineId=10,ITA,1.2,0
3-May-09,Subida al Naranco,/iframe/CompetitionResults/43951?disciplineId=10,ESP,1.1,0
3-May-09,Memorial of Oleg Dyachenko,/iframe/CompetitionResults/44364?disciplineId=10,RUS,1.2,0
2-May-09,GP Industria & Artigianato,/iframe/CompetitionResults/42775?disciplineId=10,ITA,1.1,0
2-May-09,Ronde van Overijssel,/iframe/CompetitionResults/43782?disciplineId=10,NED,1.2,0
2-May-09,Mayor Cup,/iframe/CompetitionResults/44359?disciplineId=10,RUS,1.2,0
1-May-09,Eschborn-Frankfurt City Loop,/iframe/CompetitionResults/42691?disciplineId=10,GER,1.HC,0
1-May-09,meiprijs - Ereprijs Victor De Bruyne,/iframe/CompetitionResults/44113?disciplineId=10,BEL,1.2,0
1-May-09,Memorial Andrzeja Trochanowskiego,/iframe/CompetitionResults/44222?disciplineId=10,POL,1.2,0
1-May-09,Grand Prix de Suisse,/iframe/CompetitionResults/44468?disciplineId=10,SUI,1.1,0
1-May-09,Eschborn-Frankfurt City Loop,/iframe/CompetitionResults/45098?disciplineId=10,GER,1.2U,1
1-May-09,Grand Prix Elsy Jacobs,/iframe/CompetitionResults/45135?disciplineId=10,LUX,1.1,0
30 Apr-03 May 2009,Gracia - Orlova,/iframe/CompetitionResults/43307?disciplineId=10,CZE,2.2,0
30 Apr-03 May 2009,Giro della Toscana,/iframe/CompetitionResults/43334?disciplineId=10,ITA,2.1,0
30 Apr-03 May 2009,La Coupe du Président de la Ville de Grudziadz,/iframe/CompetitionResults/43460?disciplineId=10,POL,2.1,0
28 Apr-02 May 2009,Vuelta Ciclista Asturias Julio Alvarez Mendo,/iframe/CompetitionResults/42777?disciplineId=10,ESP,2.1,0
26-Apr-09,Paris - Mantes-en-Yvelines,/iframe/CompetitionResults/43489?disciplineId=10,FRA,1.2,0
26-Apr-09,Liège - Bastogne - Liège,/iframe/CompetitionResults/43552?disciplineId=10,BEL,1.CH,0
26-Apr-09,Vuelta Ciclista a la Rioja,/iframe/CompetitionResults/43811?disciplineId=10,ESP,1.1,0
26-Apr-09,Int. Ronde van Noord-Holland,/iframe/CompetitionResults/44011?disciplineId=10,NED,1.2,0
26-Apr-09,East Midlands International Cicle Classic,/iframe/CompetitionResults/44858?disciplineId=10,GBR,1.2,0
26-Apr-09,GP Stad Roeselare,/iframe/CompetitionResults/44935?disciplineId=10,BEL,1.2,0
25 Apr-01 May 2009,Le Tour de Bretagne Cycliste - Trophée des Granitiers,/iframe/CompetitionResults/43120?disciplineId=10,FRA,2.2,0
25-Apr-09,Gran Premio della Liberazione,/iframe/CompetitionResults/43447?disciplineId=10,ITA,1.2U,1
25-Apr-09,GP Liberazione,/iframe/CompetitionResults/43451?disciplineId=10,ITA,1.2,0
25-Apr-09,Omloop van Borsele WE,/iframe/CompetitionResults/44648?disciplineId=10,NED,1.2,0
25-Apr-09,Banja Luka-Belgrade I,/iframe/CompetitionResults/44953?disciplineId=10,BIH,1.2,0
25-Apr-09,Arno Wallaard Memorial,/iframe/CompetitionResults/45231?disciplineId=10,NED,1.2,0
22-Apr-09,La Flèche Wallonne,/iframe/CompetitionResults/42664?disciplineId=10,BEL,1.CH,0
22 Apr-25 Apr 2009,Giro del Trentino,/iframe/CompetitionResults/42993?disciplineId=10,ITA,2.1,0
22 Apr-26 Apr 2009,Tour de Santa Catarina,/iframe/CompetitionResults/43909?disciplineId=10,BRA,2.2,0
22-Apr-09,La Flèche Wallonne Féminine,/iframe/CompetitionResults/44162?disciplineId=10,BEL,CDM,0
22 Apr-26 Apr 2009,Vuelta Ciclista Internacional a Extremadura,/iframe/CompetitionResults/44251?disciplineId=10,ESP,2.2,0
19-Apr-09,Rund um Düren,/iframe/CompetitionResults/43455?disciplineId=10,GER,1.2,0
19 Apr-26 Apr 2009,Jelajah Malaysia,/iframe/CompetitionResults/43830?disciplineId=10,MAS,2.2,0
19-Apr-09,Tro-Bro Léon,/iframe/CompetitionResults/43904?disciplineId=10,FRA,1.1,0
19-Apr-09,Grand Prix Bati-Metallo,/iframe/CompetitionResults/44399?disciplineId=10,BEL,1.1,0
19-Apr-09,Trofeo Città di Ivrea,/iframe/CompetitionResults/44445?disciplineId=10,ITA,1.1,0
18-Apr-09,Tour du Finistère,/iframe/CompetitionResults/43481?disciplineId=10,FRA,1.1,0
18-Apr-09,Liège - Bastogne - Liège,/iframe/CompetitionResults/44146?disciplineId=10,BEL,1.2U,1
18-Apr-09,G.P. Nobili Rubinetterie,/iframe/CompetitionResults/44311?disciplineId=10,ITA,1.1,0
18-Apr-09,Ronde van Gelderland,/iframe/CompetitionResults/44687?disciplineId=10,NED,1.2,0
18 Apr-21 Apr 2009,Tour of Chongming Island,/iframe/CompetitionResults/44962?disciplineId=10,CHN,2.1,0
18-Apr-09,ZLM tour,/iframe/CompetitionResults/45117?disciplineId=10,NED,1.Ncup,0
17-Apr-09,Tour of Chongming Island Time Trial,/iframe/CompetitionResults/44981?disciplineId=10,CHN,1.1,0
16-Apr-09,GP de Denain Porte du Hainaut,/iframe/CompetitionResults/42628?disciplineId=10,FRA,1.1,0
16 Apr-19 Apr 2009,Rhône-Alpes Isère Tour,/iframe/CompetitionResults/44378?disciplineId=10,FRA,2.2,0
15-Apr-09,Scheldeprijs,/iframe/CompetitionResults/42856?disciplineId=10,BEL,1.HC,0
15-Apr-09,La Côte Picarde,/iframe/CompetitionResults/43440?disciplineId=10,FRA,1.Ncup,0
14-Apr-09,Paris-Camembert,/iframe/CompetitionResults/42621?disciplineId=10,FRA,1.1,0
14 Apr-19 Apr 2009,Tour du Loir-et-Cher 'E. Provost',/iframe/CompetitionResults/43101?disciplineId=10,FRA,2.2,0
14-Apr-09,GP Palio del Recioto,/iframe/CompetitionResults/43424?disciplineId=10,ITA,1.2U,1
13-Apr-09,Rund um Köln,/iframe/CompetitionResults/43022?disciplineId=10,GER,1.1,0
13-Apr-09,Giro del Belvedere di Villa di Cordignano,/iframe/CompetitionResults/43421?disciplineId=10,ITA,1.2U,1
13-Apr-09,Unive Ronde van Drenthe,/iframe/CompetitionResults/43774?disciplineId=10,NED,CDM,0
13-Apr-09,Albert Achterhes Profronde van Drenthe,/iframe/CompetitionResults/44784?disciplineId=10,NED,1.1,0
12-Apr-09,Paris - Roubaix,/iframe/CompetitionResults/42658?disciplineId=10,FRA,1.CH,0
12-Apr-09,Klasika Primavera,/iframe/CompetitionResults/43047?disciplineId=10,ESP,1.1,0
12 Apr-19 Apr 2009,Presidential Cycling Tour,/iframe/CompetitionResults/43818?disciplineId=10,TUR,2.1,0
12-Apr-09,Paris - Roubaix Juniors,/iframe/CompetitionResults/44432?disciplineId=10,FRA,1.Ncup,0
12-Apr-09,Grand Prix of Donetsk,/iframe/CompetitionResults/45205?disciplineId=10,UKR,1.2,0
11-Apr-09,Novilon Eurocup Ronde van Drenthe,/iframe/CompetitionResults/44925?disciplineId=10,NED,1.1,0
10 Apr-19 Apr 2009,Tour du Maroc,/iframe/CompetitionResults/43116?disciplineId=10,MAR,2.2,0
10 Apr-12 Apr 2009,Circuit des Ardennes International,/iframe/CompetitionResults/44151?disciplineId=10,FRA,2.2,0
10-Apr-09,Drentse 8 van Dwingeloo,/iframe/CompetitionResults/44924?disciplineId=10,NED,1.1,0
07 Apr-10 Apr 2009,Circuit Cycliste Sarthe - Pays de la Loire,/iframe/CompetitionResults/43087?disciplineId=10,FRA,2.1,0
6-Apr-09,Grand Prix de Dottignies,/iframe/CompetitionResults/45113?disciplineId=10,BEL,1.2,0
5-Apr-09,Trofeo Banca Popolare di Vicenza,/iframe/CompetitionResults/43412?disciplineId=10,ITA,1.2U,1
5-Apr-09,Grand Prix de la Ville de Nogent-sur-Oise,/iframe/CompetitionResults/44201?disciplineId=10,FRA,1.2,0
5-Apr-09,Ronde van Vlaanderen / Tour des Flandres,/iframe/CompetitionResults/44608?disciplineId=10,BEL,CDM,0
4-Apr-09,Hel van het Mergelland,/iframe/CompetitionResults/43430?disciplineId=10,NED,1.1,0
4-Apr-09,Gran Premio Miguel Indurain,/iframe/CompetitionResults/43869?disciplineId=10,ESP,1.HC,0
04 Apr-09 Apr 2009,Princess Mamackakri Sirindhon's Cup Tour of Thailand,/iframe/CompetitionResults/44131?disciplineId=10,THA,2.2,0
3-Apr-09,Route Adélie de Vitré,/iframe/CompetitionResults/42936?disciplineId=10,FRA,1.1,0
03 Apr-04 Apr 2009,La Boucle de l'Artois - Trophée Arras Leader,/iframe/CompetitionResults/43835?disciplineId=10,FRA,2.2,0
03 Apr-05 Apr 2009,Le Triptyque des Monts et Châteaux,/iframe/CompetitionResults/43871?disciplineId=10,BEL,2.2,0
02 Apr-05 Apr 2009,Cinturón Ciclista Internacional a Mallorca,/iframe/CompetitionResults/43092?disciplineId=10,ESP,2.2,0
01 Apr-05 Apr 2009,Volta ao Alentejo em Bicicleta,/iframe/CompetitionResults/43732?disciplineId=10,POR,2.1,0
31 Mar-02 Apr 2009,KBC-Driedaagse De Panne-Koksijde,/iframe/CompetitionResults/42609?disciplineId=10,BEL,2.HC,1
31 Mar-05 Apr 2009,Settimana Ciclistica Lombarda by Berganasca,/iframe/CompetitionResults/43096?disciplineId=10,ITA,2.1,0
29-Mar-09,De Brabantse Pijl - La Flèche Brabançonne,/iframe/CompetitionResults/42602?disciplineId=10,BEL,1.1,0
29-Mar-09,Gran Premio Llodio,/iframe/CompetitionResults/43048?disciplineId=10,ESP,1.1,0
29-Mar-09,Trofeo Alfredo Binda - Comune di Cittiglio,/iframe/CompetitionResults/44817?disciplineId=10,ITA,CDM,0
28-Mar-09,E3 Prijs Vlaanderen - Harelbeke,/iframe/CompetitionResults/42588?disciplineId=10,BEL,1.HC,0
28 Mar-29 Mar 2009,Critérium International,/iframe/CompetitionResults/42597?disciplineId=10,FRA,2.HC,1
28-Mar-09,Trofeo Edil C,/iframe/CompetitionResults/44225?disciplineId=10,ITA,1.2,0
27 Mar-29 Mar 2009,Grand Prix du Portugal,/iframe/CompetitionResults/44890?disciplineId=10,POR,2.Ncup,0
25-Mar-09,Dwars door Vlaanderen / A travers la Flandre,/iframe/CompetitionResults/42581?disciplineId=10,BEL,1.1,0
25 Mar-28 Mar 2009,The Paths of King Nikola,/iframe/CompetitionResults/44326?disciplineId=10,MNE,2.2,0
24 Mar-28 Mar 2009,Settimana Internazionale Coppi e Bartali,/iframe/CompetitionResults/42571?disciplineId=10,ITA,2.1,0
23 Mar-29 Mar 2009,Tour de Normandie,/iframe/CompetitionResults/43083?disciplineId=10,FRA,2.2,0
23 Mar-27 Mar 2009,Vuelta a Castilla y Leon,/iframe/CompetitionResults/43584?disciplineId=10,ESP,2.1,0
22-Mar-09,Cholet - Pays De Loire,/iframe/CompetitionResults/42921?disciplineId=10,FRA,1.1,0
22-Mar-09,Gran Premio San Giuseppe,/iframe/CompetitionResults/43748?disciplineId=10,ITA,1.2,0
22-Mar-09,La Roue Tourangelle Région Centre - Classic Loire Touraine des Vignobles et Châteaux,/iframe/CompetitionResults/44270?disciplineId=10,FRA,1.2,0
22-Mar-09,Trofeo Costa Etrusca-Memorial Tiziano Saba-GP Comuni di Santa Luce-Castellina M.Ma,/iframe/CompetitionResults/44444?disciplineId=10,ITA,1.2,0
22-Mar-09,Bernaudeau Junior,/iframe/CompetitionResults/44494?disciplineId=10,FRA,1.1,0
22-Mar-09,Campina Ronde van het Groene Hart,/iframe/CompetitionResults/44811?disciplineId=10,NED,1.1,0
21-Mar-09,Milano-Sanremo,/iframe/CompetitionResults/44841?disciplineId=10,ITA,1.CH,0
21-Mar-09,Costa Etrusca-Gran Premio Comuni di Riparbella-Montescudaio,/iframe/CompetitionResults/44974?disciplineId=10,ITA,1.2,0
20-Mar-09,Classic Loire Atlantique,/iframe/CompetitionResults/44242?disciplineId=10,FRA,1.2,0
20-Mar-09,GP Costa Etrusca - Giro dei Comuni Rosignano-Livorno,/iframe/CompetitionResults/45279?disciplineId=10,ITA,1.2,0
18-Mar-09,Nokere-Koerse,/iframe/CompetitionResults/44013?disciplineId=10,BEL,1.1,0
15-Mar-09,Paris-Troyes,/iframe/CompetitionResults/43391?disciplineId=10,FRA,1.2,0
15-Mar-09,Giro del Mendrisiotto,/iframe/CompetitionResults/43671?disciplineId=10,SUI,1.2,0
15-Mar-09,Omloop van het Waasland,/iframe/CompetitionResults/44106?disciplineId=10,BEL,1.2,0
12 Mar-15 Mar 2009,Istarsko proljece - Istrian Spring Trophy,/iframe/CompetitionResults/44174?disciplineId=10,CRO,2.2,0
11 Mar-17 Mar 2009,Tirreno-Adriatico,/iframe/CompetitionResults/45060?disciplineId=10,ITA,2.CH,1
8-Mar-09,Trofeo Franco Balestra Memorial Metelli,/iframe/CompetitionResults/43383?disciplineId=10,ITA,1.2,0
8-Mar-09,Grand Prix de la Ville de Lillers Souvenir Bruno Comini,/iframe/CompetitionResults/43403?disciplineId=10,FRA,1.2,0
8-Mar-09,Trofej Porec - Porec Trophy,/iframe/CompetitionResults/44183?disciplineId=10,CRO,1.2,0
08 Mar-15 Mar 2009,Paris - Nice,/iframe/CompetitionResults/44729?disciplineId=10,FRA,2.CH,1
08 Mar-14 Mar 2009,Tour de Taiwan,/iframe/CompetitionResults/44853?disciplineId=10,TPE,2.2,0
7-Mar-09,De Vlaamse Pijl,/iframe/CompetitionResults/44672?disciplineId=10,BEL,1.2,0
7-Mar-09,Eroica,/iframe/CompetitionResults/45063?disciplineId=10,ITA,1.1,0
7-Mar-09,Gran Premio Brissag - Lago maggiore,/iframe/CompetitionResults/45186?disciplineId=10,SUI,1.2,0
06 Mar-08 Mar 2009,Driedaagse van West-Vlaanderen,/iframe/CompetitionResults/44020?disciplineId=10,BEL,2.1,0
4-Mar-09,Giro del Friuli,/iframe/CompetitionResults/42788?disciplineId=10,ITA,1.1,0
04 Mar-08 Mar 2009,Vuelta Ciclista a la Region de Murcia,/iframe/CompetitionResults/42982?disciplineId=10,ESP,2.1,0
4-Mar-09,Le Samyn,/iframe/CompetitionResults/44093?disciplineId=10,BEL,1.1,0
1-Mar-09,Kuurne-Bruxelles-Kuurne,/iframe/CompetitionResults/42578?disciplineId=10,BEL,1.1,0
1-Mar-09,Clasica de Almeria,/iframe/CompetitionResults/43037?disciplineId=10,ESP,1.1,0
1-Mar-09,Trofeo Zssdi - Unione dei Circoli Sportivi Sloveni in Italia,/iframe/CompetitionResults/43387?disciplineId=10,ITA,1.2,0
1-Mar-09,GP di Lugano,/iframe/CompetitionResults/44080?disciplineId=10,SUI,1.1,0
01 Mar-08 Mar 2009,Vuelta Mexico Telmex,/iframe/CompetitionResults/44663?disciplineId=10,MEX,2.2,0
28-Feb-09,Omloop Het Nieuwsblad,/iframe/CompetitionResults/43538?disciplineId=10,BEL,1.HC,0
28-Feb-09,Beverbeek Classic,/iframe/CompetitionResults/44261?disciplineId=10,BEL,1.2,0
28-Feb-09,Omloop Het Nieuwsblad-vrouwen elite / Circuit Het Nieuwsblad-Femmes Elite,/iframe/CompetitionResults/44971?disciplineId=10,BEL,1.2,0
28-Feb-09,Gran Premio dell'Insubria,/iframe/CompetitionResults/45192?disciplineId=10,SUI,1.1,0
27 Feb-01 Mar 2009,Les 3 Jours de Vaucluse,/iframe/CompetitionResults/44431?disciplineId=10,FRA,2.2,0
25 Feb-27 Feb 2009,Women Tour of New Zealand,/iframe/CompetitionResults/43285?disciplineId=10,NZL,2.2,0
24 Feb-01 Mar 2009,Rutas de America,/iframe/CompetitionResults/43379?disciplineId=10,URU,2.2,0
24 Feb-28 Feb 2009,Giro di Sardegna,/iframe/CompetitionResults/45107?disciplineId=10,ITA,2.1,0
22 Feb-01 Mar 2009,Vuelta Independencia Nacional,/iframe/CompetitionResults/43700?disciplineId=10,DOM,2.2,0
21-Feb-09,Trofeo Laigueglia,/iframe/CompetitionResults/42555?disciplineId=10,ITA,1.1,0
21 Feb-22 Feb 2009,Tour cycliste international du Haut Var,/iframe/CompetitionResults/42564?disciplineId=10,FRA,2.1,0
21-Feb-09,Coppa San Geo,/iframe/CompetitionResults/43380?disciplineId=10,ITA,1.2,0
21-Feb-09,Les Boucles du Sud Ardèche - Souvenir Francis Delpech,/iframe/CompetitionResults/45073?disciplineId=10,FRA,1.2,0
18 Feb-22 Feb 2009,Volta ao Algarve,/iframe/CompetitionResults/43879?disciplineId=10,POR,2.1,0
17 Feb-28 Feb 2009,Tour du Cameroun,/iframe/CompetitionResults/44465?disciplineId=10,CMR,2.2,0
17-Feb-09,Grand Prix of Sharm el-Sheikh,/iframe/CompetitionResults/44960?disciplineId=10,EGY,1.2,0
15 Feb-19 Feb 2009,Vuelta a Andalucia  Ruta Ciclista Del Sol,/iframe/CompetitionResults/42539?disciplineId=10,ESP,2.1,0
14 Feb-22 Feb 2009,Amgen Tour of California,/iframe/CompetitionResults/43802?disciplineId=10,USA,2.HC,1
13 Feb-15 Feb 2009,Giro della Provincia di Grosseto,/iframe/CompetitionResults/45106?disciplineId=10,ITA,2.1,0
12-Feb-09,Trofeo Calvia,/iframe/CompetitionResults/44072?disciplineId=10,ESP,1.1,0
11 Feb-15 Feb 2009,Tour Méditerranéen Cycliste Professionnel,/iframe/CompetitionResults/42548?disciplineId=10,FRA,2.1,0
10 Feb-22 Feb 2009,Vuelta a Cuba,/iframe/CompetitionResults/43077?disciplineId=10,CUB,2.2,0
10 Feb-15 Feb 2009,Tour d'Egypte,/iframe/CompetitionResults/43079?disciplineId=10,EGY,2.2,0
09 Feb-15 Feb 2009,Le Tour de Langkawi,/iframe/CompetitionResults/43721?disciplineId=10,MAS,2.HC,1
9-Feb-09,Trofeo Cala Millor-Cala Bona,/iframe/CompetitionResults/44070?disciplineId=10,ESP,1.1,0
8-Feb-09,Trofeo Mallorca,/iframe/CompetitionResults/44051?disciplineId=10,ESP,1.1,0
08 Feb-10 Feb 2009,Ladies Tour of Qatar,/iframe/CompetitionResults/45232?disciplineId=10,QAT,2.1,0
7-Feb-09,G.P. Costa degli Etruschi,/iframe/CompetitionResults/44336?disciplineId=10,ITA,1.1,0
04 Feb-08 Feb 2009,Etoile de Bessèges,/iframe/CompetitionResults/42545?disciplineId=10,FRA,2.1,0
1-Feb-09,Grand Prix Cycliste la Marseillaise,/iframe/CompetitionResults/42531?disciplineId=10,FRA,1.1,0
01 Feb-06 Feb 2009,Tour of Qatar,/iframe/CompetitionResults/44341?disciplineId=10,QAT,2.1,0
24-Jan-09,Emirates Cup,/iframe/CompetitionResults/45219?disciplineId=10,UAE,1.2,0
23-Jan-09,H. H. Vice President Cup,/iframe/CompetitionResults/45006?disciplineId=10,UAE,1.2,0
21 Jan-25 Jan 2009,Tour of Wellington,/iframe/CompetitionResults/44025?disciplineId=10,NZL,2.2,0
19 Jan-25 Jan 2009,Tour de San Luis,/iframe/CompetitionResults/44942?disciplineId=10,ARG,2.1,0
16 Jan-17 Jan 2009,Giro del Sol San Juan,/iframe/CompetitionResults/45238?disciplineId=10,ARG,2.2,0
13 Jan-18 Jan 2009,La Tropicale Amissa Bongo (Tabo),/iframe/CompetitionResults/44702?disciplineId=10,GAB,2.1,0
06 Jan-17 Jan 2009,Vuelta al Tachira,/iframe/CompetitionResults/43290?disciplineId=10,VEN,2.2,0
18 Dec-20 Dec 2008,Cycling Golden Jersy,/iframe/CompetitionResults/45225?disciplineId=10,QAT,2.2,0
16-Dec-08,International Grand Prix Doha,/iframe/CompetitionResults/45224?disciplineId=10,QAT,1.2,0
15-Dec-08,International Grand Prix Messaeed,/iframe/CompetitionResults/45223?disciplineId=10,QAT,1.2,0
14 Dec-28 Dec 2008,Vuelta Internacional a Costa Rica,/iframe/CompetitionResults/43925?disciplineId=10,CRC,2.2,0
14 Dec-21 Dec 2008,Tour of South China Sea,/iframe/CompetitionResults/43949?disciplineId=10,HKG,2.2,0
14-Dec-08,International Grand Prix Losail,/iframe/CompetitionResults/45222?disciplineId=10,QAT,1.2,0
13-Dec-08,International Grand Prix Al-Khor,/iframe/CompetitionResults/45221?disciplineId=10,QAT,1.2,0
25 Nov-30 Nov 2008,Vuelta Ciclista Chiapas,/iframe/CompetitionResults/45240?disciplineId=10,MEX,2.2,0
23 Nov-05 Dec 2008,Tour d'Indonesia,/iframe/CompetitionResults/44484?disciplineId=10,INA,2.2,0
11 Nov-19 Nov 2008,Tour of Hainan,/iframe/CompetitionResults/44290?disciplineId=10,CHN,2.1,0
08 Nov-09 Nov 2008,Tour de Okinawa,/iframe/CompetitionResults/43684?disciplineId=10,JPN,2.2,0
03 Nov-08 Nov 2008,Powernet Tour of Southland,/iframe/CompetitionResults/44303?disciplineId=10,NZL,2.2,0
02 Nov-09 Nov 2008,Vuelta a Bolivia,/iframe/CompetitionResults/44103?disciplineId=10,BOL,2.2,0
26-Oct-08,Japan Cup Cycle Road Race,/iframe/CompetitionResults/43031?disciplineId=10,JPN,1.HC,0
25-Oct-08,Firenze-Pistoia,/iframe/CompetitionResults/45061?disciplineId=10,ITA,1.1,0
24 Oct-02 Nov 2008,Tour du Faso,/iframe/CompetitionResults/43703?disciplineId=10,BUR,2.2,0
20 Oct-01 Nov 2008,Vuelta a Guatemala,/iframe/CompetitionResults/44794?disciplineId=10,GUA,2.2,0
19-Oct-08,Chrono des Nations,/iframe/CompetitionResults/43052?disciplineId=10,FRA,1.1,0
19-Oct-08,Pick n Pay Amashovashova National Classic,/iframe/CompetitionResults/44771?disciplineId=10,RSA,1.2,0
12 Oct-16 Oct 2008,Tour of Kerman,/iframe/CompetitionResults/43711?disciplineId=10,IRI,2.2,0
14-Oct-10,Giro del Piemonte,/iframe/CompetitionResults/42940?disciplineId=10,ITA,1.HC,0
12-Oct-10,Nationale Sluitingprijs - Putte - Kapellen,/iframe/CompetitionResults/43943?disciplineId=10,BEL,1.1,0
10-Oct-10,G.P. Beghelli,/iframe/CompetitionResults/42847?disciplineId=10,ITA,1.1,0
10-Oct-10,Paris - Tours,/iframe/CompetitionResults/43000?disciplineId=10,FRA,1.HC,0
10-Oct-10,Paris-Tours Espoirs,/iframe/CompetitionResults/43676?disciplineId=10,FRA,1.2U,1
10-Oct-10,Kumamoto International Road Race,/iframe/CompetitionResults/45414?disciplineId=10,JPN,1.2,0
9-Oct-10,Giro dell'Emilia,/iframe/CompetitionResults/42901?disciplineId=10,ITA,1.HC,0
7-Oct-10,Paris-Bourges,/iframe/CompetitionResults/42861?disciplineId=10,FRA,1.1,0
7-Oct-10,Coppa G.Sabatini,/iframe/CompetitionResults/42906?disciplineId=10,ITA,1.1,0
5-Oct-10,Binche - Tournai - Binche,/iframe/CompetitionResults/43027?disciplineId=10,BEL,1.1,0
3-Oct-10,Sparkassen Münsterland Giro,/iframe/CompetitionResults/44656?disciplineId=10,GER,1.1,0
2-Oct-10,Piccolo Giro di Lombardia,/iframe/CompetitionResults/43674?disciplineId=10,ITA,1.2,0
01 Oct-03 Oct 2010,Cinturó de l'Empordà,/iframe/CompetitionResults/45014?disciplineId=10,ESP,2.2,0
30 Sep-03 Oct 2010,Circuit Franco-Belge,/iframe/CompetitionResults/43139?disciplineId=10,BEL,2.1,0
