"world utility per tick","agent count","min curiosity","max curiosity","mean curiosity","Skewness curiosity","standard deviation curiosity","min iUtilityPerTick","max iUtilityPerTick","mean iUtilityPerTick","Skewness iUtilityPerTick","standard deviation iUtilityPerTick","min money","max money","mean money","Skewness money","standard deviation money","mean isEducated","Skewness isEducated","standard deviation isEducated","job count","min wages","max wages","mean wages","Skewness wages","standard deviation wages","min educatedBonusWages","max educatedBonusWages","mean educatedBonusWages","Skewness educatedBonusWages","standard deviation educatedBonusWages","min reputation","max reputation","mean reputation","Skewness reputation","standard deviation reputation","school count","min school price","max school price","mean school price","Skewness school price","standard deviation school price","min school reputation","max school reputation","mean school reputation","Skewness school reputation","standard deviation school reputation","min school suffering","max school suffering","mean school suffering","Skewness school suffering","standard deviation school suffering","terminal tick count","ticks per second","batch size","forced model termination","blind mode"
"10.25888406520933","2","0.6107979473942913","0.8415057762663698","0.7261518618303305","NaN","0.11535391443603926","5.129442032604665","5.129442032604665","5.129442032604665","NaN","0","-1.709338339423486","-0.911141991544803","-1.3102401654841445","NaN","0.3990981739393415","0","NaN","0","1329","0.003755833869671787","4.306198876468889","0.8135715107249826","1.0828782095274934","0.6117771528799855","-3.830185026120007","3.605191602967488","0.021842818575507055","-0.09039803329730023","0.9948638171257312","-3.1286257072819303","4.2525826131514535","-0.017087613274098468","0.07731177370917729","1.0033712047607546","123","0.010312247227409888","3.0064896058988255","0.8585631573408562","0.9266251870438208","0.6291598668345898","-2.2553378856321524","2.631200796285674","0.07554909437993788","-0.10313611507994154","1.0737271014446939","-3.0928877954219627","3.025793450362117","0.1749038067073241","-0.1572787973665849","-0.1572787973665849","1006","12","15","false","true"
"15.988806356603064","3","0.33462773899410214","0.8454281191088577","0.650848244464236","-1.597222209458602","0.22557569222187349","3.868764981634259","6.545993668910675","5.329602118867688","-0.7852560604647189","1.1065573022718134","-0.5482868605318045","1.7025301862114852","0.39728798573372837","1.2545468369511004","0.9534375696192042","0.6666666666666666","-1.732050807568877","0.4714045207910317","1357","0.0002328802762127707","3.5136409770592727","0.803505116235568","1.0534142515671066","0.6179237243778742","-3.1250809864706866","3.183614704354987","0.015501053812552327","0.09967655375679195","1.0088472305477525","-2.934724394058485","3.2904657464630884","-0.03033431960810519","0.11593399483961858","0.9739254410706698","160","0.010364305567214706","2.7134851141659038","0.8062980857387595","1.0696053243618207","0.6126507131221496","-2.9942171976772474","2.0665245199630595","-0.1569255500234483","-0.05924049921112972","0.918251882874037","-3.1534320952985575","2.5130830126785746","-0.06394787659182773","0.03716690432051111","0.03716690432051111","1004","11","15","false","true"
"19.36663037839626","4","0.0010356467667098634","0.9780449453338662","0.5825438823266471","-0.983543598167496","0.37458639748563277","2.3762993913405746","5.861683618489827","4.841657594599065","-1.8388926503395815","1.443934085674388","-2.0998296001623973","1.2326870721964083","-0.007571439359796983","-0.9300999573129828","1.3701085465617258","0.5","0","0.5","1303","0.0012833364065935747","3.6657793767181848","0.8055288768536076","1.102549073233899","0.628357679791646","-3.3036695289665716","3.1668556254663947","-0.011068639972883963","-0.09337058257318631","1.007906307336119","-3.4787864200295","3.8814744013242994","0.016559031659421526","0.0372387745451208","1.020840784991882","132","0.010386059593773813","2.9150991553451058","0.7296965143537979","1.1621792277770246","0.5740981704616478","-2.2038648779386665","3.354826544353608","-0.009731753144522995","0.12269050727884073","1.1140524295073444","-2.2919360936132103","2.651305515413664","0.02329457195552365","-0.15958431940355092","-0.15958431940355092","1004","10","15","false","true"
"77.52071205459043","16","0.08347579847866071","0.9511508849696202","0.4549371393637811","0.3909293861741773","0.29104772731653966","3.9162016069499908","5.708954835341255","4.845044503411902","0.12168445821749203","0.5315697635231743","-1.3605852030327914","2.191501866727132","0.06984616486131859","0.5499342423474475","0.9997976872457349","0.5","1.0749688212373146e-16","0.5","1347","0.0005297045139620712","3.6713429934130235","0.7896257638321471","1.0506883019809778","0.6190126520415483","-2.9415719794067687","4.033292303145366","0.06830104578405284","-0.006689265083661787","1.0090486270338714","-3.219910407714653","3.4531244945955475","-0.013007277543451315","0.002628034804111199","0.9945349192990928","126","0.001557276258124343","2.8508995129786094","0.8248961470820845","0.9765645073528637","0.6124745113911412","-2.087060678951644","2.49941173488822","-0.0020163396980071246","0.12245061159398488","0.8772939743375511","-2.2963740760908404","2.8754208085214708","-0.02294942833671119","0.10192702000655401","0.10192702000655401","1003","5","15","false","true"
"97.48582417887128","19","0.07782530336509619","0.9713569021788764","0.5405041342692845","-0.05969671244255214","0.2886919131741874","2.7900494595689884","5.828486959132881","5.130832851519541","-1.7854946504493565","0.809453704333072","-2.192637611322856","1.8057175768769878","0.11021189394215594","-0.22426461850205526","0.870727610922224","0.6842105263157895","-0.8622136029114339","0.46482951928041294","1360","0.0008317032022893999","3.66252056281935","0.7855615925009878","1.0439708561163128","0.6085102448284725","-3.0956583821841863","4.167123030707627","0.026057722034345733","0.10331588486371446","1.0008261597821568","-3.396053700140822","3.149255419890492","-0.02588133718697994","-0.033178173335990525","0.9802367305006053","102","0.0014392054525010336","2.681534907514257","0.8950798278054134","0.7406785262935872","0.6320270075540849","-2.719967413233236","2.859858972689805","-0.018435522063892075","0.14642010885698084","1.0497300006733978","-2.973474478268378","2.1514784235257842","-0.11260594544425762","-0.22100947031370488","-0.22100947031370488","1001","5","15","false","true"
"98.80729830322704","19","0.08973116963146133","0.9162359862202125","0.5484308837792483","-0.41014160712228076","0.2241466026156559","4.047184700829017","6.331025288145007","5.200384121222476","0.12165904281789214","0.6811521169931687","-1.831447213019193","1.4027134409349429","-0.1700064836773045","-0.41229300110143535","0.9765801069900848","0.5263157894736842","-0.11466816876245826","0.49930699897395464","1318","0.00009588094725190296","3.7473443402426803","0.8026041063508744","0.9599833854047598","0.6008765827865201","-3.363209632394727","3.3483585627031816","0.032819326535900965","0.011726468960143368","1.0358251382487837","-3.0121306184105126","3.554830510492796","0.011740049322342504","0.12962966894493377","0.9997086658557774","126","0.008789736467824591","2.4734062722109753","0.8298163398831322","0.814071253093884","0.562581734831971","-2.5138184843562166","2.1217903630772352","0.016687021567232344","-0.21139056222974234","1.0236111629896698","-2.366453554643533","3.1415130745349265","-0.027730584749755663","0.20627034033477734","0.20627034033477734","1003","5","15","false","true"
"105.45135586882127","21","0.13254775012327746","0.8722919686195638","0.4379868512730806","0.20643445823377807","0.22587871991724828","3.7711288386969697","6.58114646655247","5.021493136610537","0.729875085069893","0.6890102910140207","-1.9413669518455685","2.112202481469449","0.09563927302196626","0.103779960804505","0.9335983658317965","0.5238095238095238","-0.10284299167562048","0.4994327848429292","1373","0.0009021434159900476","3.520834813436167","0.819209737725815","1.0237646251056254","0.6113615817417766","-3.833311896191249","3.526722309349217","-0.012703191036864311","0.02838483892393893","1.0087329000264904","-3.09390762589498","3.2215246374159197","0.018897801752822557","0.04173584011303044","0.9498087525373069","132","0.02505796212226431","3.2290004914260364","0.8884417871520691","0.9026243788992743","0.715172129136588","-2.2480996566139897","2.5979407257177267","0.015648426764987115","0.05946829267482201","0.9252434951854634","-2.4682775692128627","2.163246794555767","-0.02941470272049701","-0.08042018827112508","-0.08042018827112508","1002","4","15","false","true"
"113.87350394048765","22","0.02355702256669545","0.9654994077047396","0.48217914567379466","0.1961245768967253","0.3004039192865554","2.5622825557877587","6.855455745695201","5.176068360931257","-0.3386622694115145","0.9928517737933649","-2.415186644906079","1.3673392699900677","-0.21773046982382924","-0.881567414659725","0.9983085035869512","0.5454545454545454","-0.19621416870348593","0.49792959773196915","1205","0.00011982941399289279","3.7092220919756254","0.8007481072123135","1.0488939427152508","0.603458450948661","-2.633642305275838","3.1759528482008976","-0.00671806568146403","0.016171992972518395","0.9987497550818786","-2.9206815917353737","3.1930714733025045","-0.0005150791007414632","0.07438101567160038","1.0242330514725024","133","0.023317947934180013","2.425013814172261","0.8131249046032862","0.5895289437752147","0.573962941503081","-2.364198952193476","3.7506038358926093","0.045830262851686905","0.24644247757339127","1.0364509585287383","-2.5082979777551153","2.950366443612125","0.15201552979618507","0.1667023372435704","0.1667023372435704","1003","4","15","false","true"
"93.91498863322349","24","0.0004221372900103937","0.9339010876592742","0.4678845171552917","-0.12128603161633991","0.2781290641689858","0.9996976921432876","5.156187240664523","3.913124526384312","-1.8519804309638068","0.7965952649143574","-2.446632747214313","1.4823583014545492","-0.41891822409098506","0.12586188614285906","1.042462025517522","0.2916666666666667","0.9789790032892285","0.45452967144315487","1331","0.0011352856867198975","3.476568180981733","0.7804655198325272","0.9391383817312","0.5918779120828535","-3.2797111389886253","3.722704502775349","0.022162266817113557","0.039997376831661734","0.9834760773088903","-2.904957663999108","3.0009392587977533","0.03945669252744166","0.148654992427743","0.9540871255074073","121","0.006803989872514453","2.597258582331641","0.7397022412360256","1.1342334678942556","0.5968710982164891","-3.225401763627337","2.6277705315870836","-0.12694154669443403","0.09338594896890935","0.9670374195105966","-2.3550667026724694","4.010023772960494","0.05926886570624262","0.4858435407150182","0.4858435407150182","1003","4","15","false","true"
"142.80024010380166","26","0.008071989852875161","0.9074660753233348","0.455312547004971","-0.09272014394186036","0.26425967172531556","2.755553797360238","7.717102938093425","5.492316927069295","0.39080945587667854","1.4121672591087793","-1.422077396429451","1.5022733868064047","-0.038986644758671085","-0.06122018044971586","0.8012189141657953","0.6153846153846154","-0.5038911092686592","0.48650425541051995","1317","0.001941779789667359","3.2892224412658817","0.8010431093772094","0.9418161773988513","0.6013753764756593","-3.602263511016986","3.438682144642805","-0.012766929705903093","-0.0044969419356035885","1.005359092363976","-3.2445314333987962","3.7451013260211137","0.04760821005443605","0.06609968921981237","1.0016901000465877","128","0.0006058785164157956","2.687822403322673","0.7502840608547261","1.1641273727022314","0.6236389506752674","-3.7304202109470417","2.5427287904059663","-0.08478776969852152","-0.2487543753853612","1.1554786520898495","-2.2766458816826156","2.405799329994119","0.02534019049393044","0.1853363068215376","0.1853363068215376","1003","4","15","false","true"
